"V1","V2","ROI1","ROI2","V1.hemi","V2.hemi","V1.roi","V2.roi","FCtype"
"11123","12140","lh_G_oc_temp_med-Parahip","rh_Lat_Fis_ant-Vertical","lh","rh","Goctempmed-Parahip","LatFisant-Vertical","Heterotopic"
"11123","12141","lh_G_oc_temp_med-Parahip","rh_Lat_Fis_post","lh","rh","Goctempmed-Parahip","LatFispost","Heterotopic"
"11123","12143","lh_G_oc_temp_med-Parahip","rh_Pole_occipital","lh","rh","Goctempmed-Parahip","Poleoccipital","Heterotopic"
"11123","12144","lh_G_oc_temp_med-Parahip","rh_Pole_temporal","lh","rh","Goctempmed-Parahip","Poletemporal","Heterotopic"
"11123","12145","lh_G_oc_temp_med-Parahip","rh_S_calcarine","lh","rh","Goctempmed-Parahip","Scalcarine","Heterotopic"
"11123","12146","lh_G_oc_temp_med-Parahip","rh_S_central","lh","rh","Goctempmed-Parahip","Scentral","Heterotopic"
"11123","12147","lh_G_oc_temp_med-Parahip","rh_S_cingul_Marginalis","lh","rh","Goctempmed-Parahip","ScingulMarginalis","Heterotopic"
"11123","12148","lh_G_oc_temp_med-Parahip","rh_S_circular_insula_ant","lh","rh","Goctempmed-Parahip","Scircularinsulaant","Heterotopic"
"11123","12149","lh_G_oc_temp_med-Parahip","rh_S_circular_insula_inf","lh","rh","Goctempmed-Parahip","Scircularinsulainf","Heterotopic"
"11123","12150","lh_G_oc_temp_med-Parahip","rh_S_circular_insula_sup","lh","rh","Goctempmed-Parahip","Scircularinsulasup","Heterotopic"
"11123","12151","lh_G_oc_temp_med-Parahip","rh_S_collat_transv_ant","lh","rh","Goctempmed-Parahip","Scollattransvant","Heterotopic"
"11123","12152","lh_G_oc_temp_med-Parahip","rh_S_collat_transv_post","lh","rh","Goctempmed-Parahip","Scollattransvpost","Heterotopic"
"11123","12153","lh_G_oc_temp_med-Parahip","rh_S_front_inf","lh","rh","Goctempmed-Parahip","Sfrontinf","Heterotopic"
"11123","12154","lh_G_oc_temp_med-Parahip","rh_S_front_middle","lh","rh","Goctempmed-Parahip","Sfrontmiddle","Heterotopic"
"11123","12155","lh_G_oc_temp_med-Parahip","rh_S_front_sup","lh","rh","Goctempmed-Parahip","Sfrontsup","Heterotopic"
"11123","12156","lh_G_oc_temp_med-Parahip","rh_S_interm_prim_Jensen","lh","rh","Goctempmed-Parahip","SintermprimJensen","Heterotopic"
"11123","12157","lh_G_oc_temp_med-Parahip","rh_S_intrapariet_and_P_trans","lh","rh","Goctempmed-Parahip","SintraparietandPtrans","Heterotopic"
"11123","12158","lh_G_oc_temp_med-Parahip","rh_S_oc_middle_and_Lunatus","lh","rh","Goctempmed-Parahip","SocmiddleandLunatus","Heterotopic"
"11123","12159","lh_G_oc_temp_med-Parahip","rh_S_oc_sup_and_transversal","lh","rh","Goctempmed-Parahip","Socsupandtransversal","Heterotopic"
"11123","12160","lh_G_oc_temp_med-Parahip","rh_S_occipital_ant","lh","rh","Goctempmed-Parahip","Soccipitalant","Heterotopic"
"11123","12161","lh_G_oc_temp_med-Parahip","rh_S_oc_temp_lat","lh","rh","Goctempmed-Parahip","Soctemplat","Heterotopic"
"11123","12162","lh_G_oc_temp_med-Parahip","rh_S_oc_temp_med_and_Lingual","lh","rh","Goctempmed-Parahip","SoctempmedandLingual","Heterotopic"
"11123","12163","lh_G_oc_temp_med-Parahip","rh_S_orbital_lateral","lh","rh","Goctempmed-Parahip","Sorbitallateral","Heterotopic"
"11123","12164","lh_G_oc_temp_med-Parahip","rh_S_orbital_med_olfact","lh","rh","Goctempmed-Parahip","Sorbitalmedolfact","Heterotopic"
"11123","12165","lh_G_oc_temp_med-Parahip","rh_S_orbital_H_Shaped","lh","rh","Goctempmed-Parahip","SorbitalHShaped","Heterotopic"
"11123","12166","lh_G_oc_temp_med-Parahip","rh_S_parieto_occipital","lh","rh","Goctempmed-Parahip","Sparietooccipital","Heterotopic"
"11123","12167","lh_G_oc_temp_med-Parahip","rh_S_pericallosal","lh","rh","Goctempmed-Parahip","Spericallosal","Heterotopic"
"11123","12168","lh_G_oc_temp_med-Parahip","rh_S_postcentral","lh","rh","Goctempmed-Parahip","Spostcentral","Heterotopic"
"11123","12169","lh_G_oc_temp_med-Parahip","rh_S_precentral_inf-part","lh","rh","Goctempmed-Parahip","Sprecentralinf-part","Heterotopic"
"11123","12170","lh_G_oc_temp_med-Parahip","rh_S_precentral_sup-part","lh","rh","Goctempmed-Parahip","Sprecentralsup-part","Heterotopic"
"11123","12171","lh_G_oc_temp_med-Parahip","rh_S_suborbital","lh","rh","Goctempmed-Parahip","Ssuborbital","Heterotopic"
"11123","12172","lh_G_oc_temp_med-Parahip","rh_S_subparietal","lh","rh","Goctempmed-Parahip","Ssubparietal","Heterotopic"
"11123","12173","lh_G_oc_temp_med-Parahip","rh_S_temporal_inf","lh","rh","Goctempmed-Parahip","Stemporalinf","Heterotopic"
"11123","12174","lh_G_oc_temp_med-Parahip","rh_S_temporal_sup","lh","rh","Goctempmed-Parahip","Stemporalsup","Heterotopic"
"11123","12175","lh_G_oc_temp_med-Parahip","rh_S_temporal_transverse","lh","rh","Goctempmed-Parahip","Stemporaltransverse","Heterotopic"
"11124","11125","lh_G_orbital","lh_G_pariet_inf_Angular","lh","lh","Gorbital","GparietinfAngular","Intrahemispheric"
"11124","11126","lh_G_orbital","lh_G_pariet_inf_Supramar","lh","lh","Gorbital","GparietinfSupramar","Intrahemispheric"
"11124","11127","lh_G_orbital","lh_G_parietal_sup","lh","lh","Gorbital","Gparietalsup","Intrahemispheric"
"11124","11128","lh_G_orbital","lh_G_postcentral","lh","lh","Gorbital","Gpostcentral","Intrahemispheric"
"11124","11129","lh_G_orbital","lh_G_precentral","lh","lh","Gorbital","Gprecentral","Intrahemispheric"
"11124","11130","lh_G_orbital","lh_G_precuneus","lh","lh","Gorbital","Gprecuneus","Intrahemispheric"
"11124","11131","lh_G_orbital","lh_G_rectus","lh","lh","Gorbital","Grectus","Intrahemispheric"
"11124","11132","lh_G_orbital","lh_G_subcallosal","lh","lh","Gorbital","Gsubcallosal","Intrahemispheric"
"11124","11133","lh_G_orbital","lh_G_temp_sup_G_T_transv","lh","lh","Gorbital","GtempsupGTtransv","Intrahemispheric"
"11124","11134","lh_G_orbital","lh_G_temp_sup_Lateral","lh","lh","Gorbital","GtempsupLateral","Intrahemispheric"
"11124","11135","lh_G_orbital","lh_G_temp_sup_Plan_polar","lh","lh","Gorbital","GtempsupPlanpolar","Intrahemispheric"
"11124","11136","lh_G_orbital","lh_G_temp_sup_Plan_tempo","lh","lh","Gorbital","GtempsupPlantempo","Intrahemispheric"
"11124","11137","lh_G_orbital","lh_G_temporal_inf","lh","lh","Gorbital","Gtemporalinf","Intrahemispheric"
"11124","11138","lh_G_orbital","lh_G_temporal_middle","lh","lh","Gorbital","Gtemporalmiddle","Intrahemispheric"
"11124","11139","lh_G_orbital","lh_Lat_Fis_ant-Horizont","lh","lh","Gorbital","LatFisant-Horizont","Intrahemispheric"
"11124","11140","lh_G_orbital","lh_Lat_Fis_ant-Vertical","lh","lh","Gorbital","LatFisant-Vertical","Intrahemispheric"
"11124","11141","lh_G_orbital","lh_Lat_Fis_post","lh","lh","Gorbital","LatFispost","Intrahemispheric"
"11124","11143","lh_G_orbital","lh_Pole_occipital","lh","lh","Gorbital","Poleoccipital","Intrahemispheric"
"11124","11144","lh_G_orbital","lh_Pole_temporal","lh","lh","Gorbital","Poletemporal","Intrahemispheric"
"11124","11145","lh_G_orbital","lh_S_calcarine","lh","lh","Gorbital","Scalcarine","Intrahemispheric"
"11124","11146","lh_G_orbital","lh_S_central","lh","lh","Gorbital","Scentral","Intrahemispheric"
"11124","11147","lh_G_orbital","lh_S_cingul_Marginalis","lh","lh","Gorbital","ScingulMarginalis","Intrahemispheric"
"11124","11148","lh_G_orbital","lh_S_circular_insula_ant","lh","lh","Gorbital","Scircularinsulaant","Intrahemispheric"
"11124","11149","lh_G_orbital","lh_S_circular_insula_inf","lh","lh","Gorbital","Scircularinsulainf","Intrahemispheric"
"11124","11150","lh_G_orbital","lh_S_circular_insula_sup","lh","lh","Gorbital","Scircularinsulasup","Intrahemispheric"
"11124","11151","lh_G_orbital","lh_S_collat_transv_ant","lh","lh","Gorbital","Scollattransvant","Intrahemispheric"
"11124","11152","lh_G_orbital","lh_S_collat_transv_post","lh","lh","Gorbital","Scollattransvpost","Intrahemispheric"
"11124","11153","lh_G_orbital","lh_S_front_inf","lh","lh","Gorbital","Sfrontinf","Intrahemispheric"
"11124","11154","lh_G_orbital","lh_S_front_middle","lh","lh","Gorbital","Sfrontmiddle","Intrahemispheric"
"11124","11155","lh_G_orbital","lh_S_front_sup","lh","lh","Gorbital","Sfrontsup","Intrahemispheric"
"11124","11156","lh_G_orbital","lh_S_interm_prim_Jensen","lh","lh","Gorbital","SintermprimJensen","Intrahemispheric"
"11124","11157","lh_G_orbital","lh_S_intrapariet_and_P_trans","lh","lh","Gorbital","SintraparietandPtrans","Intrahemispheric"
"11124","11158","lh_G_orbital","lh_S_oc_middle_and_Lunatus","lh","lh","Gorbital","SocmiddleandLunatus","Intrahemispheric"
"11124","11159","lh_G_orbital","lh_S_oc_sup_and_transversal","lh","lh","Gorbital","Socsupandtransversal","Intrahemispheric"
"11124","11160","lh_G_orbital","lh_S_occipital_ant","lh","lh","Gorbital","Soccipitalant","Intrahemispheric"
"11124","11161","lh_G_orbital","lh_S_oc_temp_lat","lh","lh","Gorbital","Soctemplat","Intrahemispheric"
"11124","11162","lh_G_orbital","lh_S_oc_temp_med_and_Lingual","lh","lh","Gorbital","SoctempmedandLingual","Intrahemispheric"
"11124","11163","lh_G_orbital","lh_S_orbital_lateral","lh","lh","Gorbital","Sorbitallateral","Intrahemispheric"
"11124","11164","lh_G_orbital","lh_S_orbital_med_olfact","lh","lh","Gorbital","Sorbitalmedolfact","Intrahemispheric"
"11124","11165","lh_G_orbital","lh_S_orbital_H_Shaped","lh","lh","Gorbital","SorbitalHShaped","Intrahemispheric"
"11124","11166","lh_G_orbital","lh_S_parieto_occipital","lh","lh","Gorbital","Sparietooccipital","Intrahemispheric"
"11124","11167","lh_G_orbital","lh_S_pericallosal","lh","lh","Gorbital","Spericallosal","Intrahemispheric"
"11124","11168","lh_G_orbital","lh_S_postcentral","lh","lh","Gorbital","Spostcentral","Intrahemispheric"
"11124","11169","lh_G_orbital","lh_S_precentral_inf-part","lh","lh","Gorbital","Sprecentralinf-part","Intrahemispheric"
"11124","11170","lh_G_orbital","lh_S_precentral_sup-part","lh","lh","Gorbital","Sprecentralsup-part","Intrahemispheric"
"11124","11171","lh_G_orbital","lh_S_suborbital","lh","lh","Gorbital","Ssuborbital","Intrahemispheric"
"11124","11172","lh_G_orbital","lh_S_subparietal","lh","lh","Gorbital","Ssubparietal","Intrahemispheric"
"11124","11173","lh_G_orbital","lh_S_temporal_inf","lh","lh","Gorbital","Stemporalinf","Intrahemispheric"
"11124","11174","lh_G_orbital","lh_S_temporal_sup","lh","lh","Gorbital","Stemporalsup","Intrahemispheric"
"11124","11175","lh_G_orbital","lh_S_temporal_transverse","lh","lh","Gorbital","Stemporaltransverse","Intrahemispheric"
"11124","12101","lh_G_orbital","rh_G_and_S_frontomargin","lh","rh","Gorbital","GandSfrontomargin","Heterotopic"
"11124","12102","lh_G_orbital","rh_G_and_S_occipital_inf","lh","rh","Gorbital","GandSoccipitalinf","Heterotopic"
"11124","12103","lh_G_orbital","rh_G_and_S_paracentral","lh","rh","Gorbital","GandSparacentral","Heterotopic"
"11124","12104","lh_G_orbital","rh_G_and_S_subcentral","lh","rh","Gorbital","GandSsubcentral","Heterotopic"
"11124","12105","lh_G_orbital","rh_G_and_S_transv_frontopol","lh","rh","Gorbital","GandStransvfrontopol","Heterotopic"
"11124","12106","lh_G_orbital","rh_G_and_S_cingul_Ant","lh","rh","Gorbital","GandScingulAnt","Heterotopic"
"11124","12107","lh_G_orbital","rh_G_and_S_cingul_Mid-Ant","lh","rh","Gorbital","GandScingulMid-Ant","Heterotopic"
"11124","12108","lh_G_orbital","rh_G_and_S_cingul_Mid-Post","lh","rh","Gorbital","GandScingulMid-Post","Heterotopic"
"11124","12109","lh_G_orbital","rh_G_cingul_Post-dorsal","lh","rh","Gorbital","GcingulPost-dorsal","Heterotopic"
"11124","12110","lh_G_orbital","rh_G_cingul_Post-ventral","lh","rh","Gorbital","GcingulPost-ventral","Heterotopic"
"11124","12111","lh_G_orbital","rh_G_cuneus","lh","rh","Gorbital","Gcuneus","Heterotopic"
"11124","12112","lh_G_orbital","rh_G_front_inf_Opercular","lh","rh","Gorbital","GfrontinfOpercular","Heterotopic"
"11124","12113","lh_G_orbital","rh_G_front_inf_Orbital","lh","rh","Gorbital","GfrontinfOrbital","Heterotopic"
"11124","12114","lh_G_orbital","rh_G_front_inf_Triangul","lh","rh","Gorbital","GfrontinfTriangul","Heterotopic"
"11124","12115","lh_G_orbital","rh_G_front_middle","lh","rh","Gorbital","Gfrontmiddle","Heterotopic"
"11124","12116","lh_G_orbital","rh_G_front_sup","lh","rh","Gorbital","Gfrontsup","Heterotopic"
"11124","12117","lh_G_orbital","rh_G_Ins_lg_and_S_cent_ins","lh","rh","Gorbital","GInslgandScentins","Heterotopic"
"11124","12118","lh_G_orbital","rh_G_insular_short","lh","rh","Gorbital","Ginsularshort","Heterotopic"
"11124","12119","lh_G_orbital","rh_G_occipital_middle","lh","rh","Gorbital","Goccipitalmiddle","Heterotopic"
"11124","12120","lh_G_orbital","rh_G_occipital_sup","lh","rh","Gorbital","Goccipitalsup","Heterotopic"
"11124","12121","lh_G_orbital","rh_G_oc_temp_lat-fusifor","lh","rh","Gorbital","Goctemplat-fusifor","Heterotopic"
"11124","12122","lh_G_orbital","rh_G_oc_temp_med-Lingual","lh","rh","Gorbital","Goctempmed-Lingual","Heterotopic"
"11124","12123","lh_G_orbital","rh_G_oc_temp_med-Parahip","lh","rh","Gorbital","Goctempmed-Parahip","Heterotopic"
"11124","12124","lh_G_orbital","rh_G_orbital","lh","rh","Gorbital","Gorbital","Homotopic"
"11124","12125","lh_G_orbital","rh_G_pariet_inf_Angular","lh","rh","Gorbital","GparietinfAngular","Heterotopic"
"11124","12126","lh_G_orbital","rh_G_pariet_inf_Supramar","lh","rh","Gorbital","GparietinfSupramar","Heterotopic"
"11124","12127","lh_G_orbital","rh_G_parietal_sup","lh","rh","Gorbital","Gparietalsup","Heterotopic"
"11124","12128","lh_G_orbital","rh_G_postcentral","lh","rh","Gorbital","Gpostcentral","Heterotopic"
"11124","12129","lh_G_orbital","rh_G_precentral","lh","rh","Gorbital","Gprecentral","Heterotopic"
"11124","12130","lh_G_orbital","rh_G_precuneus","lh","rh","Gorbital","Gprecuneus","Heterotopic"
"11124","12131","lh_G_orbital","rh_G_rectus","lh","rh","Gorbital","Grectus","Heterotopic"
"11124","12132","lh_G_orbital","rh_G_subcallosal","lh","rh","Gorbital","Gsubcallosal","Heterotopic"
"11124","12133","lh_G_orbital","rh_G_temp_sup_G_T_transv","lh","rh","Gorbital","GtempsupGTtransv","Heterotopic"
"11124","12134","lh_G_orbital","rh_G_temp_sup_Lateral","lh","rh","Gorbital","GtempsupLateral","Heterotopic"
"11124","12135","lh_G_orbital","rh_G_temp_sup_Plan_polar","lh","rh","Gorbital","GtempsupPlanpolar","Heterotopic"
"11124","12136","lh_G_orbital","rh_G_temp_sup_Plan_tempo","lh","rh","Gorbital","GtempsupPlantempo","Heterotopic"
"11124","12137","lh_G_orbital","rh_G_temporal_inf","lh","rh","Gorbital","Gtemporalinf","Heterotopic"
"11124","12138","lh_G_orbital","rh_G_temporal_middle","lh","rh","Gorbital","Gtemporalmiddle","Heterotopic"
"11124","12139","lh_G_orbital","rh_Lat_Fis_ant-Horizont","lh","rh","Gorbital","LatFisant-Horizont","Heterotopic"
"11124","12140","lh_G_orbital","rh_Lat_Fis_ant-Vertical","lh","rh","Gorbital","LatFisant-Vertical","Heterotopic"
"11124","12141","lh_G_orbital","rh_Lat_Fis_post","lh","rh","Gorbital","LatFispost","Heterotopic"
"11124","12143","lh_G_orbital","rh_Pole_occipital","lh","rh","Gorbital","Poleoccipital","Heterotopic"
"11124","12144","lh_G_orbital","rh_Pole_temporal","lh","rh","Gorbital","Poletemporal","Heterotopic"
"11124","12145","lh_G_orbital","rh_S_calcarine","lh","rh","Gorbital","Scalcarine","Heterotopic"
"11124","12146","lh_G_orbital","rh_S_central","lh","rh","Gorbital","Scentral","Heterotopic"
"11124","12147","lh_G_orbital","rh_S_cingul_Marginalis","lh","rh","Gorbital","ScingulMarginalis","Heterotopic"
"11124","12148","lh_G_orbital","rh_S_circular_insula_ant","lh","rh","Gorbital","Scircularinsulaant","Heterotopic"
"11124","12149","lh_G_orbital","rh_S_circular_insula_inf","lh","rh","Gorbital","Scircularinsulainf","Heterotopic"
"11124","12150","lh_G_orbital","rh_S_circular_insula_sup","lh","rh","Gorbital","Scircularinsulasup","Heterotopic"
"11124","12151","lh_G_orbital","rh_S_collat_transv_ant","lh","rh","Gorbital","Scollattransvant","Heterotopic"
"11124","12152","lh_G_orbital","rh_S_collat_transv_post","lh","rh","Gorbital","Scollattransvpost","Heterotopic"
"11124","12153","lh_G_orbital","rh_S_front_inf","lh","rh","Gorbital","Sfrontinf","Heterotopic"
"11124","12154","lh_G_orbital","rh_S_front_middle","lh","rh","Gorbital","Sfrontmiddle","Heterotopic"
"11124","12155","lh_G_orbital","rh_S_front_sup","lh","rh","Gorbital","Sfrontsup","Heterotopic"
"11124","12156","lh_G_orbital","rh_S_interm_prim_Jensen","lh","rh","Gorbital","SintermprimJensen","Heterotopic"
"11124","12157","lh_G_orbital","rh_S_intrapariet_and_P_trans","lh","rh","Gorbital","SintraparietandPtrans","Heterotopic"
"11124","12158","lh_G_orbital","rh_S_oc_middle_and_Lunatus","lh","rh","Gorbital","SocmiddleandLunatus","Heterotopic"
"11124","12159","lh_G_orbital","rh_S_oc_sup_and_transversal","lh","rh","Gorbital","Socsupandtransversal","Heterotopic"
"11124","12160","lh_G_orbital","rh_S_occipital_ant","lh","rh","Gorbital","Soccipitalant","Heterotopic"
"11124","12161","lh_G_orbital","rh_S_oc_temp_lat","lh","rh","Gorbital","Soctemplat","Heterotopic"
"11124","12162","lh_G_orbital","rh_S_oc_temp_med_and_Lingual","lh","rh","Gorbital","SoctempmedandLingual","Heterotopic"
"11124","12163","lh_G_orbital","rh_S_orbital_lateral","lh","rh","Gorbital","Sorbitallateral","Heterotopic"
"11124","12164","lh_G_orbital","rh_S_orbital_med_olfact","lh","rh","Gorbital","Sorbitalmedolfact","Heterotopic"
"11124","12165","lh_G_orbital","rh_S_orbital_H_Shaped","lh","rh","Gorbital","SorbitalHShaped","Heterotopic"
"11124","12166","lh_G_orbital","rh_S_parieto_occipital","lh","rh","Gorbital","Sparietooccipital","Heterotopic"
"11124","12167","lh_G_orbital","rh_S_pericallosal","lh","rh","Gorbital","Spericallosal","Heterotopic"
"11124","12168","lh_G_orbital","rh_S_postcentral","lh","rh","Gorbital","Spostcentral","Heterotopic"
"11124","12169","lh_G_orbital","rh_S_precentral_inf-part","lh","rh","Gorbital","Sprecentralinf-part","Heterotopic"
"11124","12170","lh_G_orbital","rh_S_precentral_sup-part","lh","rh","Gorbital","Sprecentralsup-part","Heterotopic"
"11124","12171","lh_G_orbital","rh_S_suborbital","lh","rh","Gorbital","Ssuborbital","Heterotopic"
"11124","12172","lh_G_orbital","rh_S_subparietal","lh","rh","Gorbital","Ssubparietal","Heterotopic"
"11124","12173","lh_G_orbital","rh_S_temporal_inf","lh","rh","Gorbital","Stemporalinf","Heterotopic"
"11124","12174","lh_G_orbital","rh_S_temporal_sup","lh","rh","Gorbital","Stemporalsup","Heterotopic"
"11124","12175","lh_G_orbital","rh_S_temporal_transverse","lh","rh","Gorbital","Stemporaltransverse","Heterotopic"
"11125","11126","lh_G_pariet_inf_Angular","lh_G_pariet_inf_Supramar","lh","lh","GparietinfAngular","GparietinfSupramar","Intrahemispheric"
"11125","11127","lh_G_pariet_inf_Angular","lh_G_parietal_sup","lh","lh","GparietinfAngular","Gparietalsup","Intrahemispheric"
"11125","11128","lh_G_pariet_inf_Angular","lh_G_postcentral","lh","lh","GparietinfAngular","Gpostcentral","Intrahemispheric"
"11125","11129","lh_G_pariet_inf_Angular","lh_G_precentral","lh","lh","GparietinfAngular","Gprecentral","Intrahemispheric"
"11125","11130","lh_G_pariet_inf_Angular","lh_G_precuneus","lh","lh","GparietinfAngular","Gprecuneus","Intrahemispheric"
"11125","11131","lh_G_pariet_inf_Angular","lh_G_rectus","lh","lh","GparietinfAngular","Grectus","Intrahemispheric"
"11125","11132","lh_G_pariet_inf_Angular","lh_G_subcallosal","lh","lh","GparietinfAngular","Gsubcallosal","Intrahemispheric"
"11125","11133","lh_G_pariet_inf_Angular","lh_G_temp_sup_G_T_transv","lh","lh","GparietinfAngular","GtempsupGTtransv","Intrahemispheric"
"11125","11134","lh_G_pariet_inf_Angular","lh_G_temp_sup_Lateral","lh","lh","GparietinfAngular","GtempsupLateral","Intrahemispheric"
"11125","11135","lh_G_pariet_inf_Angular","lh_G_temp_sup_Plan_polar","lh","lh","GparietinfAngular","GtempsupPlanpolar","Intrahemispheric"
"11125","11136","lh_G_pariet_inf_Angular","lh_G_temp_sup_Plan_tempo","lh","lh","GparietinfAngular","GtempsupPlantempo","Intrahemispheric"
"11125","11137","lh_G_pariet_inf_Angular","lh_G_temporal_inf","lh","lh","GparietinfAngular","Gtemporalinf","Intrahemispheric"
"11125","11138","lh_G_pariet_inf_Angular","lh_G_temporal_middle","lh","lh","GparietinfAngular","Gtemporalmiddle","Intrahemispheric"
"11125","11139","lh_G_pariet_inf_Angular","lh_Lat_Fis_ant-Horizont","lh","lh","GparietinfAngular","LatFisant-Horizont","Intrahemispheric"
"11125","11140","lh_G_pariet_inf_Angular","lh_Lat_Fis_ant-Vertical","lh","lh","GparietinfAngular","LatFisant-Vertical","Intrahemispheric"
"11125","11141","lh_G_pariet_inf_Angular","lh_Lat_Fis_post","lh","lh","GparietinfAngular","LatFispost","Intrahemispheric"
"11125","11143","lh_G_pariet_inf_Angular","lh_Pole_occipital","lh","lh","GparietinfAngular","Poleoccipital","Intrahemispheric"
"11125","11144","lh_G_pariet_inf_Angular","lh_Pole_temporal","lh","lh","GparietinfAngular","Poletemporal","Intrahemispheric"
"11125","11145","lh_G_pariet_inf_Angular","lh_S_calcarine","lh","lh","GparietinfAngular","Scalcarine","Intrahemispheric"
"11125","11146","lh_G_pariet_inf_Angular","lh_S_central","lh","lh","GparietinfAngular","Scentral","Intrahemispheric"
"11125","11147","lh_G_pariet_inf_Angular","lh_S_cingul_Marginalis","lh","lh","GparietinfAngular","ScingulMarginalis","Intrahemispheric"
"11125","11148","lh_G_pariet_inf_Angular","lh_S_circular_insula_ant","lh","lh","GparietinfAngular","Scircularinsulaant","Intrahemispheric"
"11125","11149","lh_G_pariet_inf_Angular","lh_S_circular_insula_inf","lh","lh","GparietinfAngular","Scircularinsulainf","Intrahemispheric"
"11125","11150","lh_G_pariet_inf_Angular","lh_S_circular_insula_sup","lh","lh","GparietinfAngular","Scircularinsulasup","Intrahemispheric"
"11125","11151","lh_G_pariet_inf_Angular","lh_S_collat_transv_ant","lh","lh","GparietinfAngular","Scollattransvant","Intrahemispheric"
"11125","11152","lh_G_pariet_inf_Angular","lh_S_collat_transv_post","lh","lh","GparietinfAngular","Scollattransvpost","Intrahemispheric"
"11125","11153","lh_G_pariet_inf_Angular","lh_S_front_inf","lh","lh","GparietinfAngular","Sfrontinf","Intrahemispheric"
"11125","11154","lh_G_pariet_inf_Angular","lh_S_front_middle","lh","lh","GparietinfAngular","Sfrontmiddle","Intrahemispheric"
"11125","11155","lh_G_pariet_inf_Angular","lh_S_front_sup","lh","lh","GparietinfAngular","Sfrontsup","Intrahemispheric"
"11125","11156","lh_G_pariet_inf_Angular","lh_S_interm_prim_Jensen","lh","lh","GparietinfAngular","SintermprimJensen","Intrahemispheric"
"11125","11157","lh_G_pariet_inf_Angular","lh_S_intrapariet_and_P_trans","lh","lh","GparietinfAngular","SintraparietandPtrans","Intrahemispheric"
"11125","11158","lh_G_pariet_inf_Angular","lh_S_oc_middle_and_Lunatus","lh","lh","GparietinfAngular","SocmiddleandLunatus","Intrahemispheric"
"11125","11159","lh_G_pariet_inf_Angular","lh_S_oc_sup_and_transversal","lh","lh","GparietinfAngular","Socsupandtransversal","Intrahemispheric"
"11125","11160","lh_G_pariet_inf_Angular","lh_S_occipital_ant","lh","lh","GparietinfAngular","Soccipitalant","Intrahemispheric"
"11125","11161","lh_G_pariet_inf_Angular","lh_S_oc_temp_lat","lh","lh","GparietinfAngular","Soctemplat","Intrahemispheric"
"11125","11162","lh_G_pariet_inf_Angular","lh_S_oc_temp_med_and_Lingual","lh","lh","GparietinfAngular","SoctempmedandLingual","Intrahemispheric"
"11125","11163","lh_G_pariet_inf_Angular","lh_S_orbital_lateral","lh","lh","GparietinfAngular","Sorbitallateral","Intrahemispheric"
"11125","11164","lh_G_pariet_inf_Angular","lh_S_orbital_med_olfact","lh","lh","GparietinfAngular","Sorbitalmedolfact","Intrahemispheric"
"11125","11165","lh_G_pariet_inf_Angular","lh_S_orbital_H_Shaped","lh","lh","GparietinfAngular","SorbitalHShaped","Intrahemispheric"
"11125","11166","lh_G_pariet_inf_Angular","lh_S_parieto_occipital","lh","lh","GparietinfAngular","Sparietooccipital","Intrahemispheric"
"11125","11167","lh_G_pariet_inf_Angular","lh_S_pericallosal","lh","lh","GparietinfAngular","Spericallosal","Intrahemispheric"
"11125","11168","lh_G_pariet_inf_Angular","lh_S_postcentral","lh","lh","GparietinfAngular","Spostcentral","Intrahemispheric"
"11125","11169","lh_G_pariet_inf_Angular","lh_S_precentral_inf-part","lh","lh","GparietinfAngular","Sprecentralinf-part","Intrahemispheric"
"11125","11170","lh_G_pariet_inf_Angular","lh_S_precentral_sup-part","lh","lh","GparietinfAngular","Sprecentralsup-part","Intrahemispheric"
"11125","11171","lh_G_pariet_inf_Angular","lh_S_suborbital","lh","lh","GparietinfAngular","Ssuborbital","Intrahemispheric"
"11125","11172","lh_G_pariet_inf_Angular","lh_S_subparietal","lh","lh","GparietinfAngular","Ssubparietal","Intrahemispheric"
"11125","11173","lh_G_pariet_inf_Angular","lh_S_temporal_inf","lh","lh","GparietinfAngular","Stemporalinf","Intrahemispheric"
"11125","11174","lh_G_pariet_inf_Angular","lh_S_temporal_sup","lh","lh","GparietinfAngular","Stemporalsup","Intrahemispheric"
"11125","11175","lh_G_pariet_inf_Angular","lh_S_temporal_transverse","lh","lh","GparietinfAngular","Stemporaltransverse","Intrahemispheric"
"11125","12101","lh_G_pariet_inf_Angular","rh_G_and_S_frontomargin","lh","rh","GparietinfAngular","GandSfrontomargin","Heterotopic"
"11125","12102","lh_G_pariet_inf_Angular","rh_G_and_S_occipital_inf","lh","rh","GparietinfAngular","GandSoccipitalinf","Heterotopic"
"11125","12103","lh_G_pariet_inf_Angular","rh_G_and_S_paracentral","lh","rh","GparietinfAngular","GandSparacentral","Heterotopic"
"11125","12104","lh_G_pariet_inf_Angular","rh_G_and_S_subcentral","lh","rh","GparietinfAngular","GandSsubcentral","Heterotopic"
"11125","12105","lh_G_pariet_inf_Angular","rh_G_and_S_transv_frontopol","lh","rh","GparietinfAngular","GandStransvfrontopol","Heterotopic"
"11125","12106","lh_G_pariet_inf_Angular","rh_G_and_S_cingul_Ant","lh","rh","GparietinfAngular","GandScingulAnt","Heterotopic"
"11125","12107","lh_G_pariet_inf_Angular","rh_G_and_S_cingul_Mid-Ant","lh","rh","GparietinfAngular","GandScingulMid-Ant","Heterotopic"
