"V1","V2","ROI1","ROI2","V1.hemi","V2.hemi","V1.roi","V2.roi","FCtype"
"10","1000",NA,NA,NA,NA,NA,NA,NA
"10","11","lh_Thalamus_Proper","lh_Caudate","lh","lh","ThalamusProper","Caudate","Intrahemispheric"
"10","11101","lh_Thalamus_Proper","lh_G_and_S_frontomargin","lh","lh","ThalamusProper","GandSfrontomargin","Intrahemispheric"
"10","11102","lh_Thalamus_Proper","lh_G_and_S_occipital_inf","lh","lh","ThalamusProper","GandSoccipitalinf","Intrahemispheric"
"10","11103","lh_Thalamus_Proper","lh_G_and_S_paracentral","lh","lh","ThalamusProper","GandSparacentral","Intrahemispheric"
"10","11104","lh_Thalamus_Proper","lh_G_and_S_subcentral","lh","lh","ThalamusProper","GandSsubcentral","Intrahemispheric"
"10","11105","lh_Thalamus_Proper","lh_G_and_S_transv_frontopol","lh","lh","ThalamusProper","GandStransvfrontopol","Intrahemispheric"
"10","11106","lh_Thalamus_Proper","lh_G_and_S_cingul_Ant","lh","lh","ThalamusProper","GandScingulAnt","Intrahemispheric"
"10","11107","lh_Thalamus_Proper","lh_G_and_S_cingul_Mid-Ant","lh","lh","ThalamusProper","GandScingulMid-Ant","Intrahemispheric"
"10","11108","lh_Thalamus_Proper","lh_G_and_S_cingul_Mid-Post","lh","lh","ThalamusProper","GandScingulMid-Post","Intrahemispheric"
"10","11109","lh_Thalamus_Proper","lh_G_cingul_Post-dorsal","lh","lh","ThalamusProper","GcingulPost-dorsal","Intrahemispheric"
"10","11110","lh_Thalamus_Proper","lh_G_cingul_Post-ventral","lh","lh","ThalamusProper","GcingulPost-ventral","Intrahemispheric"
"10","11111","lh_Thalamus_Proper","lh_G_cuneus","lh","lh","ThalamusProper","Gcuneus","Intrahemispheric"
"10","11112","lh_Thalamus_Proper","lh_G_front_inf_Opercular","lh","lh","ThalamusProper","GfrontinfOpercular","Intrahemispheric"
"10","11113","lh_Thalamus_Proper","lh_G_front_inf_Orbital","lh","lh","ThalamusProper","GfrontinfOrbital","Intrahemispheric"
"10","11114","lh_Thalamus_Proper","lh_G_front_inf_Triangul","lh","lh","ThalamusProper","GfrontinfTriangul","Intrahemispheric"
"10","11115","lh_Thalamus_Proper","lh_G_front_middle","lh","lh","ThalamusProper","Gfrontmiddle","Intrahemispheric"
"10","11116","lh_Thalamus_Proper","lh_G_front_sup","lh","lh","ThalamusProper","Gfrontsup","Intrahemispheric"
"10","11117","lh_Thalamus_Proper","lh_G_Ins_lg_and_S_cent_ins","lh","lh","ThalamusProper","GInslgandScentins","Intrahemispheric"
"10","11118","lh_Thalamus_Proper","lh_G_insular_short","lh","lh","ThalamusProper","Ginsularshort","Intrahemispheric"
"10","11119","lh_Thalamus_Proper","lh_G_occipital_middle","lh","lh","ThalamusProper","Goccipitalmiddle","Intrahemispheric"
"10","11120","lh_Thalamus_Proper","lh_G_occipital_sup","lh","lh","ThalamusProper","Goccipitalsup","Intrahemispheric"
"10","11121","lh_Thalamus_Proper","lh_G_oc_temp_lat-fusifor","lh","lh","ThalamusProper","Goctemplat-fusifor","Intrahemispheric"
"10","11122","lh_Thalamus_Proper","lh_G_oc_temp_med-Lingual","lh","lh","ThalamusProper","Goctempmed-Lingual","Intrahemispheric"
"10","11123","lh_Thalamus_Proper","lh_G_oc_temp_med-Parahip","lh","lh","ThalamusProper","Goctempmed-Parahip","Intrahemispheric"
"10","11124","lh_Thalamus_Proper","lh_G_orbital","lh","lh","ThalamusProper","Gorbital","Intrahemispheric"
"10","11125","lh_Thalamus_Proper","lh_G_pariet_inf_Angular","lh","lh","ThalamusProper","GparietinfAngular","Intrahemispheric"
"10","11126","lh_Thalamus_Proper","lh_G_pariet_inf_Supramar","lh","lh","ThalamusProper","GparietinfSupramar","Intrahemispheric"
"10","11127","lh_Thalamus_Proper","lh_G_parietal_sup","lh","lh","ThalamusProper","Gparietalsup","Intrahemispheric"
"10","11128","lh_Thalamus_Proper","lh_G_postcentral","lh","lh","ThalamusProper","Gpostcentral","Intrahemispheric"
"10","11129","lh_Thalamus_Proper","lh_G_precentral","lh","lh","ThalamusProper","Gprecentral","Intrahemispheric"
"10","11130","lh_Thalamus_Proper","lh_G_precuneus","lh","lh","ThalamusProper","Gprecuneus","Intrahemispheric"
"10","11131","lh_Thalamus_Proper","lh_G_rectus","lh","lh","ThalamusProper","Grectus","Intrahemispheric"
"10","11132","lh_Thalamus_Proper","lh_G_subcallosal","lh","lh","ThalamusProper","Gsubcallosal","Intrahemispheric"
"10","11133","lh_Thalamus_Proper","lh_G_temp_sup_G_T_transv","lh","lh","ThalamusProper","GtempsupGTtransv","Intrahemispheric"
"10","11134","lh_Thalamus_Proper","lh_G_temp_sup_Lateral","lh","lh","ThalamusProper","GtempsupLateral","Intrahemispheric"
"10","11135","lh_Thalamus_Proper","lh_G_temp_sup_Plan_polar","lh","lh","ThalamusProper","GtempsupPlanpolar","Intrahemispheric"
"10","11136","lh_Thalamus_Proper","lh_G_temp_sup_Plan_tempo","lh","lh","ThalamusProper","GtempsupPlantempo","Intrahemispheric"
"10","11137","lh_Thalamus_Proper","lh_G_temporal_inf","lh","lh","ThalamusProper","Gtemporalinf","Intrahemispheric"
"10","11138","lh_Thalamus_Proper","lh_G_temporal_middle","lh","lh","ThalamusProper","Gtemporalmiddle","Intrahemispheric"
"10","11139","lh_Thalamus_Proper","lh_Lat_Fis_ant-Horizont","lh","lh","ThalamusProper","LatFisant-Horizont","Intrahemispheric"
"10","11140","lh_Thalamus_Proper","lh_Lat_Fis_ant-Vertical","lh","lh","ThalamusProper","LatFisant-Vertical","Intrahemispheric"
"10","11141","lh_Thalamus_Proper","lh_Lat_Fis_post","lh","lh","ThalamusProper","LatFispost","Intrahemispheric"
"10","11143","lh_Thalamus_Proper","lh_Pole_occipital","lh","lh","ThalamusProper","Poleoccipital","Intrahemispheric"
"10","11144","lh_Thalamus_Proper","lh_Pole_temporal","lh","lh","ThalamusProper","Poletemporal","Intrahemispheric"
"10","11145","lh_Thalamus_Proper","lh_S_calcarine","lh","lh","ThalamusProper","Scalcarine","Intrahemispheric"
"10","11146","lh_Thalamus_Proper","lh_S_central","lh","lh","ThalamusProper","Scentral","Intrahemispheric"
"10","11147","lh_Thalamus_Proper","lh_S_cingul_Marginalis","lh","lh","ThalamusProper","ScingulMarginalis","Intrahemispheric"
"10","11148","lh_Thalamus_Proper","lh_S_circular_insula_ant","lh","lh","ThalamusProper","Scircularinsulaant","Intrahemispheric"
"10","11149","lh_Thalamus_Proper","lh_S_circular_insula_inf","lh","lh","ThalamusProper","Scircularinsulainf","Intrahemispheric"
"10","11150","lh_Thalamus_Proper","lh_S_circular_insula_sup","lh","lh","ThalamusProper","Scircularinsulasup","Intrahemispheric"
"10","11151","lh_Thalamus_Proper","lh_S_collat_transv_ant","lh","lh","ThalamusProper","Scollattransvant","Intrahemispheric"
"10","11152","lh_Thalamus_Proper","lh_S_collat_transv_post","lh","lh","ThalamusProper","Scollattransvpost","Intrahemispheric"
"10","11153","lh_Thalamus_Proper","lh_S_front_inf","lh","lh","ThalamusProper","Sfrontinf","Intrahemispheric"
"10","11154","lh_Thalamus_Proper","lh_S_front_middle","lh","lh","ThalamusProper","Sfrontmiddle","Intrahemispheric"
"10","11155","lh_Thalamus_Proper","lh_S_front_sup","lh","lh","ThalamusProper","Sfrontsup","Intrahemispheric"
"10","11156","lh_Thalamus_Proper","lh_S_interm_prim_Jensen","lh","lh","ThalamusProper","SintermprimJensen","Intrahemispheric"
"10","11157","lh_Thalamus_Proper","lh_S_intrapariet_and_P_trans","lh","lh","ThalamusProper","SintraparietandPtrans","Intrahemispheric"
"10","11158","lh_Thalamus_Proper","lh_S_oc_middle_and_Lunatus","lh","lh","ThalamusProper","SocmiddleandLunatus","Intrahemispheric"
"10","11159","lh_Thalamus_Proper","lh_S_oc_sup_and_transversal","lh","lh","ThalamusProper","Socsupandtransversal","Intrahemispheric"
"10","11160","lh_Thalamus_Proper","lh_S_occipital_ant","lh","lh","ThalamusProper","Soccipitalant","Intrahemispheric"
"10","11161","lh_Thalamus_Proper","lh_S_oc_temp_lat","lh","lh","ThalamusProper","Soctemplat","Intrahemispheric"
"10","11162","lh_Thalamus_Proper","lh_S_oc_temp_med_and_Lingual","lh","lh","ThalamusProper","SoctempmedandLingual","Intrahemispheric"
"10","11163","lh_Thalamus_Proper","lh_S_orbital_lateral","lh","lh","ThalamusProper","Sorbitallateral","Intrahemispheric"
"10","11164","lh_Thalamus_Proper","lh_S_orbital_med_olfact","lh","lh","ThalamusProper","Sorbitalmedolfact","Intrahemispheric"
"10","11165","lh_Thalamus_Proper","lh_S_orbital_H_Shaped","lh","lh","ThalamusProper","SorbitalHShaped","Intrahemispheric"
"10","11166","lh_Thalamus_Proper","lh_S_parieto_occipital","lh","lh","ThalamusProper","Sparietooccipital","Intrahemispheric"
"10","11167","lh_Thalamus_Proper","lh_S_pericallosal","lh","lh","ThalamusProper","Spericallosal","Intrahemispheric"
"10","11168","lh_Thalamus_Proper","lh_S_postcentral","lh","lh","ThalamusProper","Spostcentral","Intrahemispheric"
"10","11169","lh_Thalamus_Proper","lh_S_precentral_inf-part","lh","lh","ThalamusProper","Sprecentralinf-part","Intrahemispheric"
"10","11170","lh_Thalamus_Proper","lh_S_precentral_sup-part","lh","lh","ThalamusProper","Sprecentralsup-part","Intrahemispheric"
"10","11171","lh_Thalamus_Proper","lh_S_suborbital","lh","lh","ThalamusProper","Ssuborbital","Intrahemispheric"
"10","11172","lh_Thalamus_Proper","lh_S_subparietal","lh","lh","ThalamusProper","Ssubparietal","Intrahemispheric"
"10","11173","lh_Thalamus_Proper","lh_S_temporal_inf","lh","lh","ThalamusProper","Stemporalinf","Intrahemispheric"
"10","11174","lh_Thalamus_Proper","lh_S_temporal_sup","lh","lh","ThalamusProper","Stemporalsup","Intrahemispheric"
"10","11175","lh_Thalamus_Proper","lh_S_temporal_transverse","lh","lh","ThalamusProper","Stemporaltransverse","Intrahemispheric"
"10","12","lh_Thalamus_Proper","lh_Putamen","lh","lh","ThalamusProper","Putamen","Intrahemispheric"
"10","12101","lh_Thalamus_Proper","rh_G_and_S_frontomargin","lh","rh","ThalamusProper","GandSfrontomargin","Heterotopic"
"10","12102","lh_Thalamus_Proper","rh_G_and_S_occipital_inf","lh","rh","ThalamusProper","GandSoccipitalinf","Heterotopic"
"10","12103","lh_Thalamus_Proper","rh_G_and_S_paracentral","lh","rh","ThalamusProper","GandSparacentral","Heterotopic"
"10","12104","lh_Thalamus_Proper","rh_G_and_S_subcentral","lh","rh","ThalamusProper","GandSsubcentral","Heterotopic"
"10","12105","lh_Thalamus_Proper","rh_G_and_S_transv_frontopol","lh","rh","ThalamusProper","GandStransvfrontopol","Heterotopic"
"10","12106","lh_Thalamus_Proper","rh_G_and_S_cingul_Ant","lh","rh","ThalamusProper","GandScingulAnt","Heterotopic"
"10","12107","lh_Thalamus_Proper","rh_G_and_S_cingul_Mid-Ant","lh","rh","ThalamusProper","GandScingulMid-Ant","Heterotopic"
"10","12108","lh_Thalamus_Proper","rh_G_and_S_cingul_Mid-Post","lh","rh","ThalamusProper","GandScingulMid-Post","Heterotopic"
"10","12109","lh_Thalamus_Proper","rh_G_cingul_Post-dorsal","lh","rh","ThalamusProper","GcingulPost-dorsal","Heterotopic"
"10","12110","lh_Thalamus_Proper","rh_G_cingul_Post-ventral","lh","rh","ThalamusProper","GcingulPost-ventral","Heterotopic"
"10","12111","lh_Thalamus_Proper","rh_G_cuneus","lh","rh","ThalamusProper","Gcuneus","Heterotopic"
"10","12112","lh_Thalamus_Proper","rh_G_front_inf_Opercular","lh","rh","ThalamusProper","GfrontinfOpercular","Heterotopic"
"10","12113","lh_Thalamus_Proper","rh_G_front_inf_Orbital","lh","rh","ThalamusProper","GfrontinfOrbital","Heterotopic"
"10","12114","lh_Thalamus_Proper","rh_G_front_inf_Triangul","lh","rh","ThalamusProper","GfrontinfTriangul","Heterotopic"
"10","12115","lh_Thalamus_Proper","rh_G_front_middle","lh","rh","ThalamusProper","Gfrontmiddle","Heterotopic"
"10","12116","lh_Thalamus_Proper","rh_G_front_sup","lh","rh","ThalamusProper","Gfrontsup","Heterotopic"
"10","12117","lh_Thalamus_Proper","rh_G_Ins_lg_and_S_cent_ins","lh","rh","ThalamusProper","GInslgandScentins","Heterotopic"
"10","12118","lh_Thalamus_Proper","rh_G_insular_short","lh","rh","ThalamusProper","Ginsularshort","Heterotopic"
"10","12119","lh_Thalamus_Proper","rh_G_occipital_middle","lh","rh","ThalamusProper","Goccipitalmiddle","Heterotopic"
"10","12120","lh_Thalamus_Proper","rh_G_occipital_sup","lh","rh","ThalamusProper","Goccipitalsup","Heterotopic"
"10","12121","lh_Thalamus_Proper","rh_G_oc_temp_lat-fusifor","lh","rh","ThalamusProper","Goctemplat-fusifor","Heterotopic"
"10","12122","lh_Thalamus_Proper","rh_G_oc_temp_med-Lingual","lh","rh","ThalamusProper","Goctempmed-Lingual","Heterotopic"
"10","12123","lh_Thalamus_Proper","rh_G_oc_temp_med-Parahip","lh","rh","ThalamusProper","Goctempmed-Parahip","Heterotopic"
"10","12124","lh_Thalamus_Proper","rh_G_orbital","lh","rh","ThalamusProper","Gorbital","Heterotopic"
"10","12125","lh_Thalamus_Proper","rh_G_pariet_inf_Angular","lh","rh","ThalamusProper","GparietinfAngular","Heterotopic"
"10","12126","lh_Thalamus_Proper","rh_G_pariet_inf_Supramar","lh","rh","ThalamusProper","GparietinfSupramar","Heterotopic"
"10","12127","lh_Thalamus_Proper","rh_G_parietal_sup","lh","rh","ThalamusProper","Gparietalsup","Heterotopic"
"10","12128","lh_Thalamus_Proper","rh_G_postcentral","lh","rh","ThalamusProper","Gpostcentral","Heterotopic"
"10","12129","lh_Thalamus_Proper","rh_G_precentral","lh","rh","ThalamusProper","Gprecentral","Heterotopic"
"10","12130","lh_Thalamus_Proper","rh_G_precuneus","lh","rh","ThalamusProper","Gprecuneus","Heterotopic"
"10","12131","lh_Thalamus_Proper","rh_G_rectus","lh","rh","ThalamusProper","Grectus","Heterotopic"
"10","12132","lh_Thalamus_Proper","rh_G_subcallosal","lh","rh","ThalamusProper","Gsubcallosal","Heterotopic"
"10","12133","lh_Thalamus_Proper","rh_G_temp_sup_G_T_transv","lh","rh","ThalamusProper","GtempsupGTtransv","Heterotopic"
"10","12134","lh_Thalamus_Proper","rh_G_temp_sup_Lateral","lh","rh","ThalamusProper","GtempsupLateral","Heterotopic"
"10","12135","lh_Thalamus_Proper","rh_G_temp_sup_Plan_polar","lh","rh","ThalamusProper","GtempsupPlanpolar","Heterotopic"
"10","12136","lh_Thalamus_Proper","rh_G_temp_sup_Plan_tempo","lh","rh","ThalamusProper","GtempsupPlantempo","Heterotopic"
"10","12137","lh_Thalamus_Proper","rh_G_temporal_inf","lh","rh","ThalamusProper","Gtemporalinf","Heterotopic"
"10","12138","lh_Thalamus_Proper","rh_G_temporal_middle","lh","rh","ThalamusProper","Gtemporalmiddle","Heterotopic"
"10","12139","lh_Thalamus_Proper","rh_Lat_Fis_ant-Horizont","lh","rh","ThalamusProper","LatFisant-Horizont","Heterotopic"
"10","12140","lh_Thalamus_Proper","rh_Lat_Fis_ant-Vertical","lh","rh","ThalamusProper","LatFisant-Vertical","Heterotopic"
"10","12141","lh_Thalamus_Proper","rh_Lat_Fis_post","lh","rh","ThalamusProper","LatFispost","Heterotopic"
"10","12143","lh_Thalamus_Proper","rh_Pole_occipital","lh","rh","ThalamusProper","Poleoccipital","Heterotopic"
"10","12144","lh_Thalamus_Proper","rh_Pole_temporal","lh","rh","ThalamusProper","Poletemporal","Heterotopic"
"10","12145","lh_Thalamus_Proper","rh_S_calcarine","lh","rh","ThalamusProper","Scalcarine","Heterotopic"
"10","12146","lh_Thalamus_Proper","rh_S_central","lh","rh","ThalamusProper","Scentral","Heterotopic"
"10","12147","lh_Thalamus_Proper","rh_S_cingul_Marginalis","lh","rh","ThalamusProper","ScingulMarginalis","Heterotopic"
"10","12148","lh_Thalamus_Proper","rh_S_circular_insula_ant","lh","rh","ThalamusProper","Scircularinsulaant","Heterotopic"
"10","12149","lh_Thalamus_Proper","rh_S_circular_insula_inf","lh","rh","ThalamusProper","Scircularinsulainf","Heterotopic"
"10","12150","lh_Thalamus_Proper","rh_S_circular_insula_sup","lh","rh","ThalamusProper","Scircularinsulasup","Heterotopic"
"10","12151","lh_Thalamus_Proper","rh_S_collat_transv_ant","lh","rh","ThalamusProper","Scollattransvant","Heterotopic"
"10","12152","lh_Thalamus_Proper","rh_S_collat_transv_post","lh","rh","ThalamusProper","Scollattransvpost","Heterotopic"
"10","12153","lh_Thalamus_Proper","rh_S_front_inf","lh","rh","ThalamusProper","Sfrontinf","Heterotopic"
"10","12154","lh_Thalamus_Proper","rh_S_front_middle","lh","rh","ThalamusProper","Sfrontmiddle","Heterotopic"
"10","12155","lh_Thalamus_Proper","rh_S_front_sup","lh","rh","ThalamusProper","Sfrontsup","Heterotopic"
"10","12156","lh_Thalamus_Proper","rh_S_interm_prim_Jensen","lh","rh","ThalamusProper","SintermprimJensen","Heterotopic"
"10","12157","lh_Thalamus_Proper","rh_S_intrapariet_and_P_trans","lh","rh","ThalamusProper","SintraparietandPtrans","Heterotopic"
"10","12158","lh_Thalamus_Proper","rh_S_oc_middle_and_Lunatus","lh","rh","ThalamusProper","SocmiddleandLunatus","Heterotopic"
"10","12159","lh_Thalamus_Proper","rh_S_oc_sup_and_transversal","lh","rh","ThalamusProper","Socsupandtransversal","Heterotopic"
"10","12160","lh_Thalamus_Proper","rh_S_occipital_ant","lh","rh","ThalamusProper","Soccipitalant","Heterotopic"
"10","12161","lh_Thalamus_Proper","rh_S_oc_temp_lat","lh","rh","ThalamusProper","Soctemplat","Heterotopic"
"10","12162","lh_Thalamus_Proper","rh_S_oc_temp_med_and_Lingual","lh","rh","ThalamusProper","SoctempmedandLingual","Heterotopic"
"10","12163","lh_Thalamus_Proper","rh_S_orbital_lateral","lh","rh","ThalamusProper","Sorbitallateral","Heterotopic"
"10","12164","lh_Thalamus_Proper","rh_S_orbital_med_olfact","lh","rh","ThalamusProper","Sorbitalmedolfact","Heterotopic"
"10","12165","lh_Thalamus_Proper","rh_S_orbital_H_Shaped","lh","rh","ThalamusProper","SorbitalHShaped","Heterotopic"
"10","12166","lh_Thalamus_Proper","rh_S_parieto_occipital","lh","rh","ThalamusProper","Sparietooccipital","Heterotopic"
"10","12167","lh_Thalamus_Proper","rh_S_pericallosal","lh","rh","ThalamusProper","Spericallosal","Heterotopic"
"10","12168","lh_Thalamus_Proper","rh_S_postcentral","lh","rh","ThalamusProper","Spostcentral","Heterotopic"
"10","12169","lh_Thalamus_Proper","rh_S_precentral_inf-part","lh","rh","ThalamusProper","Sprecentralinf-part","Heterotopic"
"10","12170","lh_Thalamus_Proper","rh_S_precentral_sup-part","lh","rh","ThalamusProper","Sprecentralsup-part","Heterotopic"
"10","12171","lh_Thalamus_Proper","rh_S_suborbital","lh","rh","ThalamusProper","Ssuborbital","Heterotopic"
"10","12172","lh_Thalamus_Proper","rh_S_subparietal","lh","rh","ThalamusProper","Ssubparietal","Heterotopic"
"10","12173","lh_Thalamus_Proper","rh_S_temporal_inf","lh","rh","ThalamusProper","Stemporalinf","Heterotopic"
"10","12174","lh_Thalamus_Proper","rh_S_temporal_sup","lh","rh","ThalamusProper","Stemporalsup","Heterotopic"
"10","12175","lh_Thalamus_Proper","rh_S_temporal_transverse","lh","rh","ThalamusProper","Stemporaltransverse","Heterotopic"
"10","13","lh_Thalamus_Proper","lh_Pallidum","lh","lh","ThalamusProper","Pallidum","Intrahemispheric"
"10","14",NA,NA,NA,NA,NA,NA,NA
"10","15",NA,NA,NA,NA,NA,NA,NA
"10","16",NA,NA,NA,NA,NA,NA,NA
"10","17","lh_Thalamus_Proper","lh_Hippocampus","lh","lh","ThalamusProper","Hippocampus","Intrahemispheric"
"10","18","lh_Thalamus_Proper","lh_Amygdala","lh","lh","ThalamusProper","Amygdala","Intrahemispheric"
"10","2000",NA,NA,NA,NA,NA,NA,NA
"10","24",NA,NA,NA,NA,NA,NA,NA
"10","251",NA,NA,NA,NA,NA,NA,NA
"10","252",NA,NA,NA,NA,NA,NA,NA
"10","253",NA,NA,NA,NA,NA,NA,NA
"10","254",NA,NA,NA,NA,NA,NA,NA
"10","255",NA,NA,NA,NA,NA,NA,NA
"10","26","lh_Thalamus_Proper","lh_Accumbens_area","lh","lh","ThalamusProper","Accumbensarea","Intrahemispheric"
"10","28","lh_Thalamus_Proper","lh_VentralDC","lh","lh","ThalamusProper","VentralDC","Intrahemispheric"
"10","30",NA,NA,NA,NA,NA,NA,NA
"10","31",NA,NA,NA,NA,NA,NA,NA
"10","41",NA,NA,NA,NA,NA,NA,NA
"10","43",NA,NA,NA,NA,NA,NA,NA
"10","44",NA,NA,NA,NA,NA,NA,NA
"10","46",NA,NA,NA,NA,NA,NA,NA
"10","47",NA,NA,NA,NA,NA,NA,NA
"10","49","lh_Thalamus_Proper","rh_Thalamus_Proper","lh","rh","ThalamusProper","ThalamusProper","Homotopic"
"10","50","lh_Thalamus_Proper","rh_Caudate","lh","rh","ThalamusProper","Caudate","Heterotopic"
"10","51","lh_Thalamus_Proper","rh_Putamen","lh","rh","ThalamusProper","Putamen","Heterotopic"
"10","52","lh_Thalamus_Proper","rh_Pallidum","lh","rh","ThalamusProper","Pallidum","Heterotopic"
"10","53","lh_Thalamus_Proper","rh_Hippocampus","lh","rh","ThalamusProper","Hippocampus","Heterotopic"
"10","54","lh_Thalamus_Proper","rh_Amygdala","lh","rh","ThalamusProper","Amygdala","Heterotopic"
"10","58","lh_Thalamus_Proper","rh_Accumbens_area","lh","rh","ThalamusProper","Accumbensarea","Heterotopic"
"10","60","lh_Thalamus_Proper","rh_VentralDC","lh","rh","ThalamusProper","VentralDC","Heterotopic"
"10","62",NA,NA,NA,NA,NA,NA,NA
"10","63",NA,NA,NA,NA,NA,NA,NA
"10","77",NA,NA,NA,NA,NA,NA,NA
"10","85",NA,NA,NA,NA,NA,NA,NA
"1000","11101",NA,NA,NA,NA,NA,NA,NA
"1000","11102",NA,NA,NA,NA,NA,NA,NA
"1000","11103",NA,NA,NA,NA,NA,NA,NA
"1000","11104",NA,NA,NA,NA,NA,NA,NA
"1000","11105",NA,NA,NA,NA,NA,NA,NA
"1000","11106",NA,NA,NA,NA,NA,NA,NA
"1000","11107",NA,NA,NA,NA,NA,NA,NA
"1000","11108",NA,NA,NA,NA,NA,NA,NA
"1000","11109",NA,NA,NA,NA,NA,NA,NA
"1000","11110",NA,NA,NA,NA,NA,NA,NA
"1000","11111",NA,NA,NA,NA,NA,NA,NA
"1000","11112",NA,NA,NA,NA,NA,NA,NA
"1000","11113",NA,NA,NA,NA,NA,NA,NA
"1000","11114",NA,NA,NA,NA,NA,NA,NA
"1000","11115",NA,NA,NA,NA,NA,NA,NA
"1000","11116",NA,NA,NA,NA,NA,NA,NA
"1000","11117",NA,NA,NA,NA,NA,NA,NA
"1000","11118",NA,NA,NA,NA,NA,NA,NA
"1000","11119",NA,NA,NA,NA,NA,NA,NA
"1000","11120",NA,NA,NA,NA,NA,NA,NA
"1000","11121",NA,NA,NA,NA,NA,NA,NA
"1000","11122",NA,NA,NA,NA,NA,NA,NA
"1000","11123",NA,NA,NA,NA,NA,NA,NA
"1000","11124",NA,NA,NA,NA,NA,NA,NA
"1000","11125",NA,NA,NA,NA,NA,NA,NA
"1000","11126",NA,NA,NA,NA,NA,NA,NA
"1000","11127",NA,NA,NA,NA,NA,NA,NA
"1000","11128",NA,NA,NA,NA,NA,NA,NA
"1000","11129",NA,NA,NA,NA,NA,NA,NA
"1000","11130",NA,NA,NA,NA,NA,NA,NA
"1000","11131",NA,NA,NA,NA,NA,NA,NA
"1000","11132",NA,NA,NA,NA,NA,NA,NA
"1000","11133",NA,NA,NA,NA,NA,NA,NA
"1000","11134",NA,NA,NA,NA,NA,NA,NA
"1000","11135",NA,NA,NA,NA,NA,NA,NA
"1000","11136",NA,NA,NA,NA,NA,NA,NA
"1000","11137",NA,NA,NA,NA,NA,NA,NA
"1000","11138",NA,NA,NA,NA,NA,NA,NA
"1000","11139",NA,NA,NA,NA,NA,NA,NA
"1000","11140",NA,NA,NA,NA,NA,NA,NA
"1000","11141",NA,NA,NA,NA,NA,NA,NA
"1000","11143",NA,NA,NA,NA,NA,NA,NA
"1000","11144",NA,NA,NA,NA,NA,NA,NA
"1000","11145",NA,NA,NA,NA,NA,NA,NA
"1000","11146",NA,NA,NA,NA,NA,NA,NA
"1000","11147",NA,NA,NA,NA,NA,NA,NA
"1000","11148",NA,NA,NA,NA,NA,NA,NA
"1000","11149",NA,NA,NA,NA,NA,NA,NA
"1000","11150",NA,NA,NA,NA,NA,NA,NA
"1000","11151",NA,NA,NA,NA,NA,NA,NA
"1000","11152",NA,NA,NA,NA,NA,NA,NA
"1000","11153",NA,NA,NA,NA,NA,NA,NA
"1000","11154",NA,NA,NA,NA,NA,NA,NA
"1000","11155",NA,NA,NA,NA,NA,NA,NA
"1000","11156",NA,NA,NA,NA,NA,NA,NA
"1000","11157",NA,NA,NA,NA,NA,NA,NA
"1000","11158",NA,NA,NA,NA,NA,NA,NA
"1000","11159",NA,NA,NA,NA,NA,NA,NA
"1000","11160",NA,NA,NA,NA,NA,NA,NA
"1000","11161",NA,NA,NA,NA,NA,NA,NA
"1000","11162",NA,NA,NA,NA,NA,NA,NA
"1000","11163",NA,NA,NA,NA,NA,NA,NA
"1000","11164",NA,NA,NA,NA,NA,NA,NA
"1000","11165",NA,NA,NA,NA,NA,NA,NA
"1000","11166",NA,NA,NA,NA,NA,NA,NA
"1000","11167",NA,NA,NA,NA,NA,NA,NA
"1000","11168",NA,NA,NA,NA,NA,NA,NA
"1000","11169",NA,NA,NA,NA,NA,NA,NA
"1000","11170",NA,NA,NA,NA,NA,NA,NA
"1000","11171",NA,NA,NA,NA,NA,NA,NA
"1000","11172",NA,NA,NA,NA,NA,NA,NA
"1000","11173",NA,NA,NA,NA,NA,NA,NA
"1000","11174",NA,NA,NA,NA,NA,NA,NA
"1000","11175",NA,NA,NA,NA,NA,NA,NA
"1000","12101",NA,NA,NA,NA,NA,NA,NA
"1000","12102",NA,NA,NA,NA,NA,NA,NA
"1000","12103",NA,NA,NA,NA,NA,NA,NA
"1000","12104",NA,NA,NA,NA,NA,NA,NA
"1000","12105",NA,NA,NA,NA,NA,NA,NA
"1000","12106",NA,NA,NA,NA,NA,NA,NA
"1000","12107",NA,NA,NA,NA,NA,NA,NA
"1000","12108",NA,NA,NA,NA,NA,NA,NA
"1000","12109",NA,NA,NA,NA,NA,NA,NA
"1000","12110",NA,NA,NA,NA,NA,NA,NA
"1000","12111",NA,NA,NA,NA,NA,NA,NA
"1000","12112",NA,NA,NA,NA,NA,NA,NA
"1000","12113",NA,NA,NA,NA,NA,NA,NA
"1000","12114",NA,NA,NA,NA,NA,NA,NA
"1000","12115",NA,NA,NA,NA,NA,NA,NA
"1000","12116",NA,NA,NA,NA,NA,NA,NA
"1000","12117",NA,NA,NA,NA,NA,NA,NA
"1000","12118",NA,NA,NA,NA,NA,NA,NA
"1000","12119",NA,NA,NA,NA,NA,NA,NA
"1000","12120",NA,NA,NA,NA,NA,NA,NA
"1000","12121",NA,NA,NA,NA,NA,NA,NA
"1000","12122",NA,NA,NA,NA,NA,NA,NA
"1000","12123",NA,NA,NA,NA,NA,NA,NA
"1000","12124",NA,NA,NA,NA,NA,NA,NA
"1000","12125",NA,NA,NA,NA,NA,NA,NA
"1000","12126",NA,NA,NA,NA,NA,NA,NA
"1000","12127",NA,NA,NA,NA,NA,NA,NA
"1000","12128",NA,NA,NA,NA,NA,NA,NA
