"V1","V2","V1.hemi","V1.roi","V2.hemi","V2.roi","FCtype"
"L_FFC_ROI","L_PoI2_ROI","L","FFC","L","PoI2","Intrahemispheric"
"L_FFC_ROI","L_TA2_ROI","L","FFC","L","TA2","Intrahemispheric"
"L_FFC_ROI","L_FOP4_ROI","L","FFC","L","FOP4","Intrahemispheric"
"L_FFC_ROI","L_MI_ROI","L","FFC","L","MI","Intrahemispheric"
"L_FFC_ROI","L_Pir_ROI","L","FFC","L","Pir","Intrahemispheric"
"L_FFC_ROI","L_AVI_ROI","L","FFC","L","AVI","Intrahemispheric"
"L_FFC_ROI","L_AAIC_ROI","L","FFC","L","AAIC","Intrahemispheric"
"L_FFC_ROI","L_FOP1_ROI","L","FFC","L","FOP1","Intrahemispheric"
"L_FFC_ROI","L_FOP3_ROI","L","FFC","L","FOP3","Intrahemispheric"
"L_FFC_ROI","L_FOP2_ROI","L","FFC","L","FOP2","Intrahemispheric"
"L_FFC_ROI","L_PFt_ROI","L","FFC","L","PFt","Intrahemispheric"
"L_FFC_ROI","L_AIP_ROI","L","FFC","L","AIP","Intrahemispheric"
"L_FFC_ROI","L_EC_ROI","L","FFC","L","EC","Intrahemispheric"
"L_FFC_ROI","L_PreS_ROI","L","FFC","L","PreS","Intrahemispheric"
"L_FFC_ROI","L_H_ROI","L","FFC","L","H","Intrahemispheric"
"L_FFC_ROI","L_ProS_ROI","L","FFC","L","ProS","Intrahemispheric"
"L_FFC_ROI","L_PeEc_ROI","L","FFC","L","PeEc","Intrahemispheric"
"L_FFC_ROI","L_STGa_ROI","L","FFC","L","STGa","Intrahemispheric"
"L_FFC_ROI","L_PBelt_ROI","L","FFC","L","PBelt","Intrahemispheric"
"L_FFC_ROI","L_A5_ROI","L","FFC","L","A5","Intrahemispheric"
"L_FFC_ROI","L_PHA1_ROI","L","FFC","L","PHA1","Intrahemispheric"
"L_FFC_ROI","L_PHA3_ROI","L","FFC","L","PHA3","Intrahemispheric"
"L_FFC_ROI","L_STSda_ROI","L","FFC","L","STSda","Intrahemispheric"
"L_FFC_ROI","L_STSdp_ROI","L","FFC","L","STSdp","Intrahemispheric"
"L_FFC_ROI","L_STSvp_ROI","L","FFC","L","STSvp","Intrahemispheric"
"L_FFC_ROI","L_TGd_ROI","L","FFC","L","TGd","Intrahemispheric"
"L_FFC_ROI","L_TE1a_ROI","L","FFC","L","TE1a","Intrahemispheric"
"L_FFC_ROI","L_TE1p_ROI","L","FFC","L","TE1p","Intrahemispheric"
"L_FFC_ROI","L_TE2a_ROI","L","FFC","L","TE2a","Intrahemispheric"
"L_FFC_ROI","L_TF_ROI","L","FFC","L","TF","Intrahemispheric"
"L_FFC_ROI","L_TE2p_ROI","L","FFC","L","TE2p","Intrahemispheric"
"L_FFC_ROI","L_PHT_ROI","L","FFC","L","PHT","Intrahemispheric"
"L_FFC_ROI","L_PH_ROI","L","FFC","L","PH","Intrahemispheric"
"L_FFC_ROI","L_TPOJ1_ROI","L","FFC","L","TPOJ1","Intrahemispheric"
"L_FFC_ROI","L_TPOJ2_ROI","L","FFC","L","TPOJ2","Intrahemispheric"
"L_FFC_ROI","L_TPOJ3_ROI","L","FFC","L","TPOJ3","Intrahemispheric"
"L_FFC_ROI","L_DVT_ROI","L","FFC","L","DVT","Intrahemispheric"
"L_FFC_ROI","L_PGp_ROI","L","FFC","L","PGp","Intrahemispheric"
"L_FFC_ROI","L_IP2_ROI","L","FFC","L","IP2","Intrahemispheric"
"L_FFC_ROI","L_IP1_ROI","L","FFC","L","IP1","Intrahemispheric"
"L_FFC_ROI","L_IP0_ROI","L","FFC","L","IP0","Intrahemispheric"
"L_FFC_ROI","L_PFop_ROI","L","FFC","L","PFop","Intrahemispheric"
"L_FFC_ROI","L_PF_ROI","L","FFC","L","PF","Intrahemispheric"
"L_FFC_ROI","L_PFm_ROI","L","FFC","L","PFm","Intrahemispheric"
"L_FFC_ROI","L_PGi_ROI","L","FFC","L","PGi","Intrahemispheric"
"L_FFC_ROI","L_PGs_ROI","L","FFC","L","PGs","Intrahemispheric"
"L_FFC_ROI","L_V6A_ROI","L","FFC","L","V6A","Intrahemispheric"
"L_FFC_ROI","L_VMV1_ROI","L","FFC","L","VMV1","Intrahemispheric"
"L_FFC_ROI","L_VMV3_ROI","L","FFC","L","VMV3","Intrahemispheric"
"L_FFC_ROI","L_PHA2_ROI","L","FFC","L","PHA2","Intrahemispheric"
"L_FFC_ROI","L_V4t_ROI","L","FFC","L","V4t","Intrahemispheric"
"L_FFC_ROI","L_FST_ROI","L","FFC","L","FST","Intrahemispheric"
"L_FFC_ROI","L_V3CD_ROI","L","FFC","L","V3CD","Intrahemispheric"
"L_FFC_ROI","L_LO3_ROI","L","FFC","L","LO3","Intrahemispheric"
"L_FFC_ROI","L_VMV2_ROI","L","FFC","L","VMV2","Intrahemispheric"
"L_FFC_ROI","L_31pd_ROI","L","FFC","L","31pd","Intrahemispheric"
"L_FFC_ROI","L_31a_ROI","L","FFC","L","31a","Intrahemispheric"
"L_FFC_ROI","L_VVC_ROI","L","FFC","L","VVC","Intrahemispheric"
"L_FFC_ROI","L_25_ROI","L","FFC","L","25","Intrahemispheric"
"L_FFC_ROI","L_s32_ROI","L","FFC","L","s32","Intrahemispheric"
"L_FFC_ROI","L_pOFC_ROI","L","FFC","L","pOFC","Intrahemispheric"
"L_FFC_ROI","L_PoI1_ROI","L","FFC","L","PoI1","Intrahemispheric"
"L_FFC_ROI","L_Ig_ROI","L","FFC","L","Ig","Intrahemispheric"
"L_FFC_ROI","L_FOP5_ROI","L","FFC","L","FOP5","Intrahemispheric"
"L_FFC_ROI","L_p10p_ROI","L","FFC","L","p10p","Intrahemispheric"
"L_FFC_ROI","L_p47r_ROI","L","FFC","L","p47r","Intrahemispheric"
"L_FFC_ROI","L_TGv_ROI","L","FFC","L","TGv","Intrahemispheric"
"L_FFC_ROI","L_MBelt_ROI","L","FFC","L","MBelt","Intrahemispheric"
"L_FFC_ROI","L_LBelt_ROI","L","FFC","L","LBelt","Intrahemispheric"
"L_FFC_ROI","L_A4_ROI","L","FFC","L","A4","Intrahemispheric"
"L_FFC_ROI","L_STSva_ROI","L","FFC","L","STSva","Intrahemispheric"
"L_FFC_ROI","L_TE1m_ROI","L","FFC","L","TE1m","Intrahemispheric"
"L_FFC_ROI","L_PI_ROI","L","FFC","L","PI","Intrahemispheric"
"L_FFC_ROI","L_a32pr_ROI","L","FFC","L","a32pr","Intrahemispheric"
"L_FFC_ROI","L_p24_ROI","L","FFC","L","p24","Intrahemispheric"
"L_V3B_ROI","L_LO1_ROI","L","V3B","L","LO1","Intrahemispheric"
"L_V3B_ROI","L_LO2_ROI","L","V3B","L","LO2","Intrahemispheric"
"L_V3B_ROI","L_PIT_ROI","L","V3B","L","PIT","Intrahemispheric"
"L_V3B_ROI","L_MT_ROI","L","V3B","L","MT","Intrahemispheric"
"L_V3B_ROI","L_A1_ROI","L","V3B","L","A1","Intrahemispheric"
"L_V3B_ROI","L_PSL_ROI","L","V3B","L","PSL","Intrahemispheric"
"L_V3B_ROI","L_SFL_ROI","L","V3B","L","SFL","Intrahemispheric"
"L_V3B_ROI","L_PCV_ROI","L","V3B","L","PCV","Intrahemispheric"
"L_V3B_ROI","L_STV_ROI","L","V3B","L","STV","Intrahemispheric"
"L_V3B_ROI","L_7Pm_ROI","L","V3B","L","7Pm","Intrahemispheric"
"L_V3B_ROI","L_7m_ROI","L","V3B","L","7m","Intrahemispheric"
"L_V3B_ROI","L_POS1_ROI","L","V3B","L","POS1","Intrahemispheric"
"L_V3B_ROI","L_23d_ROI","L","V3B","L","23d","Intrahemispheric"
"L_V3B_ROI","L_v23ab_ROI","L","V3B","L","v23ab","Intrahemispheric"
"L_V3B_ROI","L_d23ab_ROI","L","V3B","L","d23ab","Intrahemispheric"
"L_V3B_ROI","L_31pv_ROI","L","V3B","L","31pv","Intrahemispheric"
"L_V3B_ROI","L_5m_ROI","L","V3B","L","5m","Intrahemispheric"
"L_V3B_ROI","L_5mv_ROI","L","V3B","L","5mv","Intrahemispheric"
"L_V3B_ROI","L_23c_ROI","L","V3B","L","23c","Intrahemispheric"
"L_V3B_ROI","L_5L_ROI","L","V3B","L","5L","Intrahemispheric"
"L_V3B_ROI","L_24dd_ROI","L","V3B","L","24dd","Intrahemispheric"
"L_V3B_ROI","L_24dv_ROI","L","V3B","L","24dv","Intrahemispheric"
"L_V3B_ROI","L_7AL_ROI","L","V3B","L","7AL","Intrahemispheric"
"L_V3B_ROI","L_SCEF_ROI","L","V3B","L","SCEF","Intrahemispheric"
"L_V3B_ROI","L_6ma_ROI","L","V3B","L","6ma","Intrahemispheric"
"L_V3B_ROI","L_7Am_ROI","L","V3B","L","7Am","Intrahemispheric"
"L_V3B_ROI","L_7PL_ROI","L","V3B","L","7PL","Intrahemispheric"
"L_V3B_ROI","L_7PC_ROI","L","V3B","L","7PC","Intrahemispheric"
"L_V3B_ROI","L_LIPv_ROI","L","V3B","L","LIPv","Intrahemispheric"
"L_V3B_ROI","L_VIP_ROI","L","V3B","L","VIP","Intrahemispheric"
"L_V3B_ROI","L_MIP_ROI","L","V3B","L","MIP","Intrahemispheric"
"L_V3B_ROI","L_1_ROI","L","V3B","L","1","Intrahemispheric"
"L_V3B_ROI","L_2_ROI","L","V3B","L","2","Intrahemispheric"
"L_V3B_ROI","L_3a_ROI","L","V3B","L","3a","Intrahemispheric"
"L_V3B_ROI","L_6d_ROI","L","V3B","L","6d","Intrahemispheric"
"L_V3B_ROI","L_6mp_ROI","L","V3B","L","6mp","Intrahemispheric"
"L_V3B_ROI","L_6v_ROI","L","V3B","L","6v","Intrahemispheric"
"L_V3B_ROI","L_p24pr_ROI","L","V3B","L","p24pr","Intrahemispheric"
"L_V3B_ROI","L_33pr_ROI","L","V3B","L","33pr","Intrahemispheric"
"L_V3B_ROI","L_a24pr_ROI","L","V3B","L","a24pr","Intrahemispheric"
"L_V3B_ROI","L_p32pr_ROI","L","V3B","L","p32pr","Intrahemispheric"
"L_V3B_ROI","L_a24_ROI","L","V3B","L","a24","Intrahemispheric"
"L_V3B_ROI","L_d32_ROI","L","V3B","L","d32","Intrahemispheric"
"L_V3B_ROI","L_8BM_ROI","L","V3B","L","8BM","Intrahemispheric"
"L_V3B_ROI","L_p32_ROI","L","V3B","L","p32","Intrahemispheric"
"L_V3B_ROI","L_10r_ROI","L","V3B","L","10r","Intrahemispheric"
"L_V3B_ROI","L_47m_ROI","L","V3B","L","47m","Intrahemispheric"
"L_V3B_ROI","L_8Av_ROI","L","V3B","L","8Av","Intrahemispheric"
"L_V3B_ROI","L_8Ad_ROI","L","V3B","L","8Ad","Intrahemispheric"
"L_V3B_ROI","L_9m_ROI","L","V3B","L","9m","Intrahemispheric"
"L_V3B_ROI","L_8BL_ROI","L","V3B","L","8BL","Intrahemispheric"
"L_V3B_ROI","L_9p_ROI","L","V3B","L","9p","Intrahemispheric"
"L_V3B_ROI","L_10d_ROI","L","V3B","L","10d","Intrahemispheric"
"L_V3B_ROI","L_8C_ROI","L","V3B","L","8C","Intrahemispheric"
"L_V3B_ROI","L_44_ROI","L","V3B","L","44","Intrahemispheric"
"L_V3B_ROI","L_45_ROI","L","V3B","L","45","Intrahemispheric"
"L_V3B_ROI","L_47l_ROI","L","V3B","L","47l","Intrahemispheric"
"L_V3B_ROI","L_a47r_ROI","L","V3B","L","a47r","Intrahemispheric"
"L_V3B_ROI","L_6r_ROI","L","V3B","L","6r","Intrahemispheric"
"L_V3B_ROI","L_IFJa_ROI","L","V3B","L","IFJa","Intrahemispheric"
"L_V3B_ROI","L_IFJp_ROI","L","V3B","L","IFJp","Intrahemispheric"
"L_V3B_ROI","L_IFSp_ROI","L","V3B","L","IFSp","Intrahemispheric"
"L_V3B_ROI","L_IFSa_ROI","L","V3B","L","IFSa","Intrahemispheric"
"L_V3B_ROI","L_p9-46v_ROI","L","V3B","L","p9-46v","Intrahemispheric"
"L_V3B_ROI","L_46_ROI","L","V3B","L","46","Intrahemispheric"
"L_V3B_ROI","L_a9-46v_ROI","L","V3B","L","a9-46v","Intrahemispheric"
"L_V3B_ROI","L_9-46d_ROI","L","V3B","L","9-46d","Intrahemispheric"
"L_V3B_ROI","L_9a_ROI","L","V3B","L","9a","Intrahemispheric"
"L_V3B_ROI","L_10v_ROI","L","V3B","L","10v","Intrahemispheric"
"L_V3B_ROI","L_a10p_ROI","L","V3B","L","a10p","Intrahemispheric"
"L_V3B_ROI","L_10pp_ROI","L","V3B","L","10pp","Intrahemispheric"
"L_V3B_ROI","L_11l_ROI","L","V3B","L","11l","Intrahemispheric"
"L_V3B_ROI","L_13l_ROI","L","V3B","L","13l","Intrahemispheric"
"L_V3B_ROI","L_OFC_ROI","L","V3B","L","OFC","Intrahemispheric"
"L_V3B_ROI","L_47s_ROI","L","V3B","L","47s","Intrahemispheric"
"L_V3B_ROI","L_LIPd_ROI","L","V3B","L","LIPd","Intrahemispheric"
"L_V3B_ROI","L_6a_ROI","L","V3B","L","6a","Intrahemispheric"
"L_V3B_ROI","L_i6-8_ROI","L","V3B","L","i6-8","Intrahemispheric"
"L_V3B_ROI","L_s6-8_ROI","L","V3B","L","s6-8","Intrahemispheric"
"L_V3B_ROI","L_43_ROI","L","V3B","L","43","Intrahemispheric"
"L_V3B_ROI","L_OP4_ROI","L","V3B","L","OP4","Intrahemispheric"
"L_V3B_ROI","L_OP1_ROI","L","V3B","L","OP1","Intrahemispheric"
"L_V3B_ROI","L_OP2-3_ROI","L","V3B","L","OP2-3","Intrahemispheric"
"L_V3B_ROI","L_52_ROI","L","V3B","L","52","Intrahemispheric"
"L_V3B_ROI","L_RI_ROI","L","V3B","L","RI","Intrahemispheric"
"L_V3B_ROI","L_PFcm_ROI","L","V3B","L","PFcm","Intrahemispheric"
"L_V3B_ROI","L_PoI2_ROI","L","V3B","L","PoI2","Intrahemispheric"
"L_V3B_ROI","L_TA2_ROI","L","V3B","L","TA2","Intrahemispheric"
"L_V3B_ROI","L_FOP4_ROI","L","V3B","L","FOP4","Intrahemispheric"
"L_V3B_ROI","L_MI_ROI","L","V3B","L","MI","Intrahemispheric"
"L_V3B_ROI","L_Pir_ROI","L","V3B","L","Pir","Intrahemispheric"
"L_V3B_ROI","L_AVI_ROI","L","V3B","L","AVI","Intrahemispheric"
"L_V3B_ROI","L_AAIC_ROI","L","V3B","L","AAIC","Intrahemispheric"
"L_V3B_ROI","L_FOP1_ROI","L","V3B","L","FOP1","Intrahemispheric"
"L_V3B_ROI","L_FOP3_ROI","L","V3B","L","FOP3","Intrahemispheric"
"L_V3B_ROI","L_FOP2_ROI","L","V3B","L","FOP2","Intrahemispheric"
"L_V3B_ROI","L_PFt_ROI","L","V3B","L","PFt","Intrahemispheric"
"L_V3B_ROI","L_AIP_ROI","L","V3B","L","AIP","Intrahemispheric"
"L_V3B_ROI","L_EC_ROI","L","V3B","L","EC","Intrahemispheric"
"L_V3B_ROI","L_PreS_ROI","L","V3B","L","PreS","Intrahemispheric"
"L_V3B_ROI","L_H_ROI","L","V3B","L","H","Intrahemispheric"
"L_V3B_ROI","L_ProS_ROI","L","V3B","L","ProS","Intrahemispheric"
"L_V3B_ROI","L_PeEc_ROI","L","V3B","L","PeEc","Intrahemispheric"
"L_V3B_ROI","L_STGa_ROI","L","V3B","L","STGa","Intrahemispheric"
"L_V3B_ROI","L_PBelt_ROI","L","V3B","L","PBelt","Intrahemispheric"
"L_V3B_ROI","L_A5_ROI","L","V3B","L","A5","Intrahemispheric"
"L_V3B_ROI","L_PHA1_ROI","L","V3B","L","PHA1","Intrahemispheric"
"L_V3B_ROI","L_PHA3_ROI","L","V3B","L","PHA3","Intrahemispheric"
"L_V3B_ROI","L_STSda_ROI","L","V3B","L","STSda","Intrahemispheric"
"L_V3B_ROI","L_STSdp_ROI","L","V3B","L","STSdp","Intrahemispheric"
"L_V3B_ROI","L_STSvp_ROI","L","V3B","L","STSvp","Intrahemispheric"
"L_V3B_ROI","L_TGd_ROI","L","V3B","L","TGd","Intrahemispheric"
"L_V3B_ROI","L_TE1a_ROI","L","V3B","L","TE1a","Intrahemispheric"
"L_V3B_ROI","L_TE1p_ROI","L","V3B","L","TE1p","Intrahemispheric"
"L_V3B_ROI","L_TE2a_ROI","L","V3B","L","TE2a","Intrahemispheric"
"L_V3B_ROI","L_TF_ROI","L","V3B","L","TF","Intrahemispheric"
"L_V3B_ROI","L_TE2p_ROI","L","V3B","L","TE2p","Intrahemispheric"
"L_V3B_ROI","L_PHT_ROI","L","V3B","L","PHT","Intrahemispheric"
"L_V3B_ROI","L_PH_ROI","L","V3B","L","PH","Intrahemispheric"
"L_V3B_ROI","L_TPOJ1_ROI","L","V3B","L","TPOJ1","Intrahemispheric"
"L_V3B_ROI","L_TPOJ2_ROI","L","V3B","L","TPOJ2","Intrahemispheric"
"L_V3B_ROI","L_TPOJ3_ROI","L","V3B","L","TPOJ3","Intrahemispheric"
"L_V3B_ROI","L_DVT_ROI","L","V3B","L","DVT","Intrahemispheric"
"L_V3B_ROI","L_PGp_ROI","L","V3B","L","PGp","Intrahemispheric"
"L_V3B_ROI","L_IP2_ROI","L","V3B","L","IP2","Intrahemispheric"
"L_V3B_ROI","L_IP1_ROI","L","V3B","L","IP1","Intrahemispheric"
"L_V3B_ROI","L_IP0_ROI","L","V3B","L","IP0","Intrahemispheric"
"L_V3B_ROI","L_PFop_ROI","L","V3B","L","PFop","Intrahemispheric"
"L_V3B_ROI","L_PF_ROI","L","V3B","L","PF","Intrahemispheric"
"L_V3B_ROI","L_PFm_ROI","L","V3B","L","PFm","Intrahemispheric"
"L_V3B_ROI","L_PGi_ROI","L","V3B","L","PGi","Intrahemispheric"
"L_V3B_ROI","L_PGs_ROI","L","V3B","L","PGs","Intrahemispheric"
"L_V3B_ROI","L_V6A_ROI","L","V3B","L","V6A","Intrahemispheric"
"L_V3B_ROI","L_VMV1_ROI","L","V3B","L","VMV1","Intrahemispheric"
"L_V3B_ROI","L_VMV3_ROI","L","V3B","L","VMV3","Intrahemispheric"
"L_V3B_ROI","L_PHA2_ROI","L","V3B","L","PHA2","Intrahemispheric"
"L_V3B_ROI","L_V4t_ROI","L","V3B","L","V4t","Intrahemispheric"
"L_V3B_ROI","L_FST_ROI","L","V3B","L","FST","Intrahemispheric"
"L_V3B_ROI","L_V3CD_ROI","L","V3B","L","V3CD","Intrahemispheric"
"L_V3B_ROI","L_LO3_ROI","L","V3B","L","LO3","Intrahemispheric"
"L_V3B_ROI","L_VMV2_ROI","L","V3B","L","VMV2","Intrahemispheric"
"L_V3B_ROI","L_31pd_ROI","L","V3B","L","31pd","Intrahemispheric"
"L_V3B_ROI","L_31a_ROI","L","V3B","L","31a","Intrahemispheric"
"L_V3B_ROI","L_VVC_ROI","L","V3B","L","VVC","Intrahemispheric"
"L_V3B_ROI","L_25_ROI","L","V3B","L","25","Intrahemispheric"
"L_V3B_ROI","L_s32_ROI","L","V3B","L","s32","Intrahemispheric"
"L_V3B_ROI","L_pOFC_ROI","L","V3B","L","pOFC","Intrahemispheric"
"L_V3B_ROI","L_PoI1_ROI","L","V3B","L","PoI1","Intrahemispheric"
"L_V3B_ROI","L_Ig_ROI","L","V3B","L","Ig","Intrahemispheric"
"L_V3B_ROI","L_FOP5_ROI","L","V3B","L","FOP5","Intrahemispheric"
"L_V3B_ROI","L_p10p_ROI","L","V3B","L","p10p","Intrahemispheric"
"L_V3B_ROI","L_p47r_ROI","L","V3B","L","p47r","Intrahemispheric"
"L_V3B_ROI","L_TGv_ROI","L","V3B","L","TGv","Intrahemispheric"
"L_V3B_ROI","L_MBelt_ROI","L","V3B","L","MBelt","Intrahemispheric"
"L_V3B_ROI","L_LBelt_ROI","L","V3B","L","LBelt","Intrahemispheric"
"L_V3B_ROI","L_A4_ROI","L","V3B","L","A4","Intrahemispheric"
"L_V3B_ROI","L_STSva_ROI","L","V3B","L","STSva","Intrahemispheric"
"L_V3B_ROI","L_TE1m_ROI","L","V3B","L","TE1m","Intrahemispheric"
"L_V3B_ROI","L_PI_ROI","L","V3B","L","PI","Intrahemispheric"
"L_V3B_ROI","L_a32pr_ROI","L","V3B","L","a32pr","Intrahemispheric"
"L_V3B_ROI","L_p24_ROI","L","V3B","L","p24","Intrahemispheric"
"L_LO1_ROI","L_LO2_ROI","L","LO1","L","LO2","Intrahemispheric"
"L_LO1_ROI","L_PIT_ROI","L","LO1","L","PIT","Intrahemispheric"
"L_LO1_ROI","L_MT_ROI","L","LO1","L","MT","Intrahemispheric"
"L_LO1_ROI","L_A1_ROI","L","LO1","L","A1","Intrahemispheric"
"L_LO1_ROI","L_PSL_ROI","L","LO1","L","PSL","Intrahemispheric"
"L_LO1_ROI","L_SFL_ROI","L","LO1","L","SFL","Intrahemispheric"
"L_LO1_ROI","L_PCV_ROI","L","LO1","L","PCV","Intrahemispheric"
"L_LO1_ROI","L_STV_ROI","L","LO1","L","STV","Intrahemispheric"
"L_LO1_ROI","L_7Pm_ROI","L","LO1","L","7Pm","Intrahemispheric"
"L_LO1_ROI","L_7m_ROI","L","LO1","L","7m","Intrahemispheric"
"L_LO1_ROI","L_POS1_ROI","L","LO1","L","POS1","Intrahemispheric"
"L_LO1_ROI","L_23d_ROI","L","LO1","L","23d","Intrahemispheric"
"L_LO1_ROI","L_v23ab_ROI","L","LO1","L","v23ab","Intrahemispheric"
"L_LO1_ROI","L_d23ab_ROI","L","LO1","L","d23ab","Intrahemispheric"
"L_LO1_ROI","L_31pv_ROI","L","LO1","L","31pv","Intrahemispheric"
"L_LO1_ROI","L_5m_ROI","L","LO1","L","5m","Intrahemispheric"
"L_LO1_ROI","L_5mv_ROI","L","LO1","L","5mv","Intrahemispheric"
"L_LO1_ROI","L_23c_ROI","L","LO1","L","23c","Intrahemispheric"
"L_LO1_ROI","L_5L_ROI","L","LO1","L","5L","Intrahemispheric"
"L_LO1_ROI","L_24dd_ROI","L","LO1","L","24dd","Intrahemispheric"
"L_LO1_ROI","L_24dv_ROI","L","LO1","L","24dv","Intrahemispheric"
"L_LO1_ROI","L_7AL_ROI","L","LO1","L","7AL","Intrahemispheric"
"L_LO1_ROI","L_SCEF_ROI","L","LO1","L","SCEF","Intrahemispheric"
"L_LO1_ROI","L_6ma_ROI","L","LO1","L","6ma","Intrahemispheric"
"L_LO1_ROI","L_7Am_ROI","L","LO1","L","7Am","Intrahemispheric"
"L_LO1_ROI","L_7PL_ROI","L","LO1","L","7PL","Intrahemispheric"
"L_LO1_ROI","L_7PC_ROI","L","LO1","L","7PC","Intrahemispheric"
"L_LO1_ROI","L_LIPv_ROI","L","LO1","L","LIPv","Intrahemispheric"
"L_LO1_ROI","L_VIP_ROI","L","LO1","L","VIP","Intrahemispheric"
"L_LO1_ROI","L_MIP_ROI","L","LO1","L","MIP","Intrahemispheric"
"L_LO1_ROI","L_1_ROI","L","LO1","L","1","Intrahemispheric"
"L_LO1_ROI","L_2_ROI","L","LO1","L","2","Intrahemispheric"
"L_LO1_ROI","L_3a_ROI","L","LO1","L","3a","Intrahemispheric"
"L_LO1_ROI","L_6d_ROI","L","LO1","L","6d","Intrahemispheric"
"L_LO1_ROI","L_6mp_ROI","L","LO1","L","6mp","Intrahemispheric"
"L_LO1_ROI","L_6v_ROI","L","LO1","L","6v","Intrahemispheric"
"L_LO1_ROI","L_p24pr_ROI","L","LO1","L","p24pr","Intrahemispheric"
"L_LO1_ROI","L_33pr_ROI","L","LO1","L","33pr","Intrahemispheric"
"L_LO1_ROI","L_a24pr_ROI","L","LO1","L","a24pr","Intrahemispheric"
"L_LO1_ROI","L_p32pr_ROI","L","LO1","L","p32pr","Intrahemispheric"
"L_LO1_ROI","L_a24_ROI","L","LO1","L","a24","Intrahemispheric"
"L_LO1_ROI","L_d32_ROI","L","LO1","L","d32","Intrahemispheric"
"L_LO1_ROI","L_8BM_ROI","L","LO1","L","8BM","Intrahemispheric"
"L_LO1_ROI","L_p32_ROI","L","LO1","L","p32","Intrahemispheric"
"L_LO1_ROI","L_10r_ROI","L","LO1","L","10r","Intrahemispheric"
"L_LO1_ROI","L_47m_ROI","L","LO1","L","47m","Intrahemispheric"
"L_LO1_ROI","L_8Av_ROI","L","LO1","L","8Av","Intrahemispheric"
"L_LO1_ROI","L_8Ad_ROI","L","LO1","L","8Ad","Intrahemispheric"
"L_LO1_ROI","L_9m_ROI","L","LO1","L","9m","Intrahemispheric"
"L_LO1_ROI","L_8BL_ROI","L","LO1","L","8BL","Intrahemispheric"
"L_LO1_ROI","L_9p_ROI","L","LO1","L","9p","Intrahemispheric"
"L_LO1_ROI","L_10d_ROI","L","LO1","L","10d","Intrahemispheric"
"L_LO1_ROI","L_8C_ROI","L","LO1","L","8C","Intrahemispheric"
"L_LO1_ROI","L_44_ROI","L","LO1","L","44","Intrahemispheric"
"L_LO1_ROI","L_45_ROI","L","LO1","L","45","Intrahemispheric"
"L_LO1_ROI","L_47l_ROI","L","LO1","L","47l","Intrahemispheric"
"L_LO1_ROI","L_a47r_ROI","L","LO1","L","a47r","Intrahemispheric"
"L_LO1_ROI","L_6r_ROI","L","LO1","L","6r","Intrahemispheric"
"L_LO1_ROI","L_IFJa_ROI","L","LO1","L","IFJa","Intrahemispheric"
"L_LO1_ROI","L_IFJp_ROI","L","LO1","L","IFJp","Intrahemispheric"
"L_LO1_ROI","L_IFSp_ROI","L","LO1","L","IFSp","Intrahemispheric"
"L_LO1_ROI","L_IFSa_ROI","L","LO1","L","IFSa","Intrahemispheric"
"L_LO1_ROI","L_p9-46v_ROI","L","LO1","L","p9-46v","Intrahemispheric"
"L_LO1_ROI","L_46_ROI","L","LO1","L","46","Intrahemispheric"
"L_LO1_ROI","L_a9-46v_ROI","L","LO1","L","a9-46v","Intrahemispheric"
"L_LO1_ROI","L_9-46d_ROI","L","LO1","L","9-46d","Intrahemispheric"
"L_LO1_ROI","L_9a_ROI","L","LO1","L","9a","Intrahemispheric"
"L_LO1_ROI","L_10v_ROI","L","LO1","L","10v","Intrahemispheric"
"L_LO1_ROI","L_a10p_ROI","L","LO1","L","a10p","Intrahemispheric"
"L_LO1_ROI","L_10pp_ROI","L","LO1","L","10pp","Intrahemispheric"
"L_LO1_ROI","L_11l_ROI","L","LO1","L","11l","Intrahemispheric"
"L_LO1_ROI","L_13l_ROI","L","LO1","L","13l","Intrahemispheric"
"L_LO1_ROI","L_OFC_ROI","L","LO1","L","OFC","Intrahemispheric"
"L_LO1_ROI","L_47s_ROI","L","LO1","L","47s","Intrahemispheric"
"L_LO1_ROI","L_LIPd_ROI","L","LO1","L","LIPd","Intrahemispheric"
"L_LO1_ROI","L_6a_ROI","L","LO1","L","6a","Intrahemispheric"
"L_LO1_ROI","L_i6-8_ROI","L","LO1","L","i6-8","Intrahemispheric"
"L_LO1_ROI","L_s6-8_ROI","L","LO1","L","s6-8","Intrahemispheric"
"L_LO1_ROI","L_43_ROI","L","LO1","L","43","Intrahemispheric"
"L_LO1_ROI","L_OP4_ROI","L","LO1","L","OP4","Intrahemispheric"
"L_LO1_ROI","L_OP1_ROI","L","LO1","L","OP1","Intrahemispheric"
"L_LO1_ROI","L_OP2-3_ROI","L","LO1","L","OP2-3","Intrahemispheric"
"L_LO1_ROI","L_52_ROI","L","LO1","L","52","Intrahemispheric"
"L_LO1_ROI","L_RI_ROI","L","LO1","L","RI","Intrahemispheric"
"L_LO1_ROI","L_PFcm_ROI","L","LO1","L","PFcm","Intrahemispheric"
"L_LO1_ROI","L_PoI2_ROI","L","LO1","L","PoI2","Intrahemispheric"
"L_LO1_ROI","L_TA2_ROI","L","LO1","L","TA2","Intrahemispheric"
"L_LO1_ROI","L_FOP4_ROI","L","LO1","L","FOP4","Intrahemispheric"
