"V1","V2","V1.hemi","V1.roi","V2.hemi","V2.roi","FCtype"
"R_V1_ROI","R_MST_ROI","R","V1","R","MST","Intrahemispheric"
"R_V1_ROI","R_V6_ROI","R","V1","R","V6","Intrahemispheric"
"R_V1_ROI","R_V2_ROI","R","V1","R","V2","Intrahemispheric"
"R_V1_ROI","R_V3_ROI","R","V1","R","V3","Intrahemispheric"
"R_V1_ROI","R_V4_ROI","R","V1","R","V4","Intrahemispheric"
"R_V1_ROI","R_V8_ROI","R","V1","R","V8","Intrahemispheric"
"R_V1_ROI","R_4_ROI","R","V1","R","4","Intrahemispheric"
"R_V1_ROI","R_3b_ROI","R","V1","R","3b","Intrahemispheric"
"R_V1_ROI","R_FEF_ROI","R","V1","R","FEF","Intrahemispheric"
"R_V1_ROI","R_PEF_ROI","R","V1","R","PEF","Intrahemispheric"
"R_V1_ROI","R_55b_ROI","R","V1","R","55b","Intrahemispheric"
"R_V1_ROI","R_V3A_ROI","R","V1","R","V3A","Intrahemispheric"
"R_V1_ROI","R_RSC_ROI","R","V1","R","RSC","Intrahemispheric"
"R_V1_ROI","R_POS2_ROI","R","V1","R","POS2","Intrahemispheric"
"R_V1_ROI","R_V7_ROI","R","V1","R","V7","Intrahemispheric"
"R_V1_ROI","R_IPS1_ROI","R","V1","R","IPS1","Intrahemispheric"
"R_V1_ROI","R_FFC_ROI","R","V1","R","FFC","Intrahemispheric"
"R_V1_ROI","R_V3B_ROI","R","V1","R","V3B","Intrahemispheric"
"R_V1_ROI","R_LO1_ROI","R","V1","R","LO1","Intrahemispheric"
"R_V1_ROI","R_LO2_ROI","R","V1","R","LO2","Intrahemispheric"
"R_V1_ROI","R_PIT_ROI","R","V1","R","PIT","Intrahemispheric"
"R_V1_ROI","R_MT_ROI","R","V1","R","MT","Intrahemispheric"
"R_V1_ROI","R_A1_ROI","R","V1","R","A1","Intrahemispheric"
"R_V1_ROI","R_PSL_ROI","R","V1","R","PSL","Intrahemispheric"
"R_V1_ROI","R_SFL_ROI","R","V1","R","SFL","Intrahemispheric"
"R_V1_ROI","R_PCV_ROI","R","V1","R","PCV","Intrahemispheric"
"R_V1_ROI","R_STV_ROI","R","V1","R","STV","Intrahemispheric"
"R_V1_ROI","R_7Pm_ROI","R","V1","R","7Pm","Intrahemispheric"
"R_V1_ROI","R_7m_ROI","R","V1","R","7m","Intrahemispheric"
"R_V1_ROI","R_POS1_ROI","R","V1","R","POS1","Intrahemispheric"
"R_V1_ROI","R_23d_ROI","R","V1","R","23d","Intrahemispheric"
"R_V1_ROI","R_v23ab_ROI","R","V1","R","v23ab","Intrahemispheric"
"R_V1_ROI","R_d23ab_ROI","R","V1","R","d23ab","Intrahemispheric"
"R_V1_ROI","R_31pv_ROI","R","V1","R","31pv","Intrahemispheric"
"R_V1_ROI","R_5m_ROI","R","V1","R","5m","Intrahemispheric"
"R_V1_ROI","R_5mv_ROI","R","V1","R","5mv","Intrahemispheric"
"R_V1_ROI","R_23c_ROI","R","V1","R","23c","Intrahemispheric"
"R_V1_ROI","R_5L_ROI","R","V1","R","5L","Intrahemispheric"
"R_V1_ROI","R_24dd_ROI","R","V1","R","24dd","Intrahemispheric"
"R_V1_ROI","R_24dv_ROI","R","V1","R","24dv","Intrahemispheric"
"R_V1_ROI","R_7AL_ROI","R","V1","R","7AL","Intrahemispheric"
"R_V1_ROI","R_SCEF_ROI","R","V1","R","SCEF","Intrahemispheric"
"R_V1_ROI","R_6ma_ROI","R","V1","R","6ma","Intrahemispheric"
"R_V1_ROI","R_7Am_ROI","R","V1","R","7Am","Intrahemispheric"
"R_V1_ROI","R_7PL_ROI","R","V1","R","7PL","Intrahemispheric"
"R_V1_ROI","R_7PC_ROI","R","V1","R","7PC","Intrahemispheric"
"R_V1_ROI","R_LIPv_ROI","R","V1","R","LIPv","Intrahemispheric"
"R_V1_ROI","R_VIP_ROI","R","V1","R","VIP","Intrahemispheric"
"R_V1_ROI","R_MIP_ROI","R","V1","R","MIP","Intrahemispheric"
"R_V1_ROI","R_1_ROI","R","V1","R","1","Intrahemispheric"
"R_V1_ROI","R_2_ROI","R","V1","R","2","Intrahemispheric"
"R_V1_ROI","R_3a_ROI","R","V1","R","3a","Intrahemispheric"
"R_V1_ROI","R_6d_ROI","R","V1","R","6d","Intrahemispheric"
"R_V1_ROI","R_6mp_ROI","R","V1","R","6mp","Intrahemispheric"
"R_V1_ROI","R_6v_ROI","R","V1","R","6v","Intrahemispheric"
"R_V1_ROI","R_p24pr_ROI","R","V1","R","p24pr","Intrahemispheric"
"R_V1_ROI","R_33pr_ROI","R","V1","R","33pr","Intrahemispheric"
"R_V1_ROI","R_a24pr_ROI","R","V1","R","a24pr","Intrahemispheric"
"R_V1_ROI","R_p32pr_ROI","R","V1","R","p32pr","Intrahemispheric"
"R_V1_ROI","R_a24_ROI","R","V1","R","a24","Intrahemispheric"
"R_V1_ROI","R_d32_ROI","R","V1","R","d32","Intrahemispheric"
"R_V1_ROI","R_8BM_ROI","R","V1","R","8BM","Intrahemispheric"
"R_V1_ROI","R_p32_ROI","R","V1","R","p32","Intrahemispheric"
"R_V1_ROI","R_10r_ROI","R","V1","R","10r","Intrahemispheric"
"R_V1_ROI","R_47m_ROI","R","V1","R","47m","Intrahemispheric"
"R_V1_ROI","R_8Av_ROI","R","V1","R","8Av","Intrahemispheric"
"R_V1_ROI","R_8Ad_ROI","R","V1","R","8Ad","Intrahemispheric"
"R_V1_ROI","R_9m_ROI","R","V1","R","9m","Intrahemispheric"
"R_V1_ROI","R_8BL_ROI","R","V1","R","8BL","Intrahemispheric"
"R_V1_ROI","R_9p_ROI","R","V1","R","9p","Intrahemispheric"
"R_V1_ROI","R_10d_ROI","R","V1","R","10d","Intrahemispheric"
"R_V1_ROI","R_8C_ROI","R","V1","R","8C","Intrahemispheric"
"R_V1_ROI","R_44_ROI","R","V1","R","44","Intrahemispheric"
"R_V1_ROI","R_45_ROI","R","V1","R","45","Intrahemispheric"
"R_V1_ROI","R_47l_ROI","R","V1","R","47l","Intrahemispheric"
"R_V1_ROI","R_a47r_ROI","R","V1","R","a47r","Intrahemispheric"
"R_V1_ROI","R_6r_ROI","R","V1","R","6r","Intrahemispheric"
"R_V1_ROI","R_IFJa_ROI","R","V1","R","IFJa","Intrahemispheric"
"R_V1_ROI","R_IFJp_ROI","R","V1","R","IFJp","Intrahemispheric"
"R_V1_ROI","R_IFSp_ROI","R","V1","R","IFSp","Intrahemispheric"
"R_V1_ROI","R_IFSa_ROI","R","V1","R","IFSa","Intrahemispheric"
"R_V1_ROI","R_p9-46v_ROI","R","V1","R","p9-46v","Intrahemispheric"
"R_V1_ROI","R_46_ROI","R","V1","R","46","Intrahemispheric"
"R_V1_ROI","R_a9-46v_ROI","R","V1","R","a9-46v","Intrahemispheric"
"R_V1_ROI","R_9-46d_ROI","R","V1","R","9-46d","Intrahemispheric"
"R_V1_ROI","R_9a_ROI","R","V1","R","9a","Intrahemispheric"
"R_V1_ROI","R_10v_ROI","R","V1","R","10v","Intrahemispheric"
"R_V1_ROI","R_a10p_ROI","R","V1","R","a10p","Intrahemispheric"
"R_V1_ROI","R_10pp_ROI","R","V1","R","10pp","Intrahemispheric"
"R_V1_ROI","R_11l_ROI","R","V1","R","11l","Intrahemispheric"
"R_V1_ROI","R_13l_ROI","R","V1","R","13l","Intrahemispheric"
"R_V1_ROI","R_OFC_ROI","R","V1","R","OFC","Intrahemispheric"
"R_V1_ROI","R_47s_ROI","R","V1","R","47s","Intrahemispheric"
"R_V1_ROI","R_LIPd_ROI","R","V1","R","LIPd","Intrahemispheric"
"R_V1_ROI","R_6a_ROI","R","V1","R","6a","Intrahemispheric"
"R_V1_ROI","R_i6-8_ROI","R","V1","R","i6-8","Intrahemispheric"
"R_V1_ROI","R_s6-8_ROI","R","V1","R","s6-8","Intrahemispheric"
"R_V1_ROI","R_43_ROI","R","V1","R","43","Intrahemispheric"
"R_V1_ROI","R_OP4_ROI","R","V1","R","OP4","Intrahemispheric"
"R_V1_ROI","R_OP1_ROI","R","V1","R","OP1","Intrahemispheric"
"R_V1_ROI","R_OP2-3_ROI","R","V1","R","OP2-3","Intrahemispheric"
"R_V1_ROI","R_52_ROI","R","V1","R","52","Intrahemispheric"
"R_V1_ROI","R_RI_ROI","R","V1","R","RI","Intrahemispheric"
"R_V1_ROI","R_PFcm_ROI","R","V1","R","PFcm","Intrahemispheric"
"R_V1_ROI","R_PoI2_ROI","R","V1","R","PoI2","Intrahemispheric"
"R_V1_ROI","R_TA2_ROI","R","V1","R","TA2","Intrahemispheric"
"R_V1_ROI","R_FOP4_ROI","R","V1","R","FOP4","Intrahemispheric"
"R_V1_ROI","R_MI_ROI","R","V1","R","MI","Intrahemispheric"
"R_V1_ROI","R_Pir_ROI","R","V1","R","Pir","Intrahemispheric"
"R_V1_ROI","R_AVI_ROI","R","V1","R","AVI","Intrahemispheric"
"R_V1_ROI","R_AAIC_ROI","R","V1","R","AAIC","Intrahemispheric"
"R_V1_ROI","R_FOP1_ROI","R","V1","R","FOP1","Intrahemispheric"
"R_V1_ROI","R_FOP3_ROI","R","V1","R","FOP3","Intrahemispheric"
"R_V1_ROI","R_FOP2_ROI","R","V1","R","FOP2","Intrahemispheric"
"R_V1_ROI","R_PFt_ROI","R","V1","R","PFt","Intrahemispheric"
"R_V1_ROI","R_AIP_ROI","R","V1","R","AIP","Intrahemispheric"
"R_V1_ROI","R_EC_ROI","R","V1","R","EC","Intrahemispheric"
"R_V1_ROI","R_PreS_ROI","R","V1","R","PreS","Intrahemispheric"
"R_V1_ROI","R_H_ROI","R","V1","R","H","Intrahemispheric"
"R_V1_ROI","R_ProS_ROI","R","V1","R","ProS","Intrahemispheric"
"R_V1_ROI","R_PeEc_ROI","R","V1","R","PeEc","Intrahemispheric"
"R_V1_ROI","R_STGa_ROI","R","V1","R","STGa","Intrahemispheric"
"R_V1_ROI","R_PBelt_ROI","R","V1","R","PBelt","Intrahemispheric"
"R_V1_ROI","R_A5_ROI","R","V1","R","A5","Intrahemispheric"
"R_V1_ROI","R_PHA1_ROI","R","V1","R","PHA1","Intrahemispheric"
"R_V1_ROI","R_PHA3_ROI","R","V1","R","PHA3","Intrahemispheric"
"R_V1_ROI","R_STSda_ROI","R","V1","R","STSda","Intrahemispheric"
"R_V1_ROI","R_STSdp_ROI","R","V1","R","STSdp","Intrahemispheric"
"R_V1_ROI","R_STSvp_ROI","R","V1","R","STSvp","Intrahemispheric"
"R_V1_ROI","R_TGd_ROI","R","V1","R","TGd","Intrahemispheric"
"R_V1_ROI","R_TE1a_ROI","R","V1","R","TE1a","Intrahemispheric"
"R_V1_ROI","R_TE1p_ROI","R","V1","R","TE1p","Intrahemispheric"
"R_V1_ROI","R_TE2a_ROI","R","V1","R","TE2a","Intrahemispheric"
"R_V1_ROI","R_TF_ROI","R","V1","R","TF","Intrahemispheric"
"R_V1_ROI","R_TE2p_ROI","R","V1","R","TE2p","Intrahemispheric"
"R_V1_ROI","R_PHT_ROI","R","V1","R","PHT","Intrahemispheric"
"R_V1_ROI","R_PH_ROI","R","V1","R","PH","Intrahemispheric"
"R_V1_ROI","R_TPOJ1_ROI","R","V1","R","TPOJ1","Intrahemispheric"
"R_V1_ROI","R_TPOJ2_ROI","R","V1","R","TPOJ2","Intrahemispheric"
"R_V1_ROI","R_TPOJ3_ROI","R","V1","R","TPOJ3","Intrahemispheric"
"R_V1_ROI","R_DVT_ROI","R","V1","R","DVT","Intrahemispheric"
"R_V1_ROI","R_PGp_ROI","R","V1","R","PGp","Intrahemispheric"
"R_V1_ROI","R_IP2_ROI","R","V1","R","IP2","Intrahemispheric"
"R_V1_ROI","R_IP1_ROI","R","V1","R","IP1","Intrahemispheric"
"R_V1_ROI","R_IP0_ROI","R","V1","R","IP0","Intrahemispheric"
"R_V1_ROI","R_PFop_ROI","R","V1","R","PFop","Intrahemispheric"
"R_V1_ROI","R_PF_ROI","R","V1","R","PF","Intrahemispheric"
"R_V1_ROI","R_PFm_ROI","R","V1","R","PFm","Intrahemispheric"
"R_V1_ROI","R_PGi_ROI","R","V1","R","PGi","Intrahemispheric"
"R_V1_ROI","R_PGs_ROI","R","V1","R","PGs","Intrahemispheric"
"R_V1_ROI","R_V6A_ROI","R","V1","R","V6A","Intrahemispheric"
"R_V1_ROI","R_VMV1_ROI","R","V1","R","VMV1","Intrahemispheric"
"R_V1_ROI","R_VMV3_ROI","R","V1","R","VMV3","Intrahemispheric"
"R_V1_ROI","R_PHA2_ROI","R","V1","R","PHA2","Intrahemispheric"
"R_V1_ROI","R_V4t_ROI","R","V1","R","V4t","Intrahemispheric"
"R_V1_ROI","R_FST_ROI","R","V1","R","FST","Intrahemispheric"
"R_V1_ROI","R_V3CD_ROI","R","V1","R","V3CD","Intrahemispheric"
"R_V1_ROI","R_LO3_ROI","R","V1","R","LO3","Intrahemispheric"
"R_V1_ROI","R_VMV2_ROI","R","V1","R","VMV2","Intrahemispheric"
"R_V1_ROI","R_31pd_ROI","R","V1","R","31pd","Intrahemispheric"
"R_V1_ROI","R_31a_ROI","R","V1","R","31a","Intrahemispheric"
"R_V1_ROI","R_VVC_ROI","R","V1","R","VVC","Intrahemispheric"
"R_V1_ROI","R_25_ROI","R","V1","R","25","Intrahemispheric"
"R_V1_ROI","R_s32_ROI","R","V1","R","s32","Intrahemispheric"
"R_V1_ROI","R_pOFC_ROI","R","V1","R","pOFC","Intrahemispheric"
"R_V1_ROI","R_PoI1_ROI","R","V1","R","PoI1","Intrahemispheric"
"R_V1_ROI","R_Ig_ROI","R","V1","R","Ig","Intrahemispheric"
"R_V1_ROI","R_FOP5_ROI","R","V1","R","FOP5","Intrahemispheric"
"R_V1_ROI","R_p10p_ROI","R","V1","R","p10p","Intrahemispheric"
"R_V1_ROI","R_p47r_ROI","R","V1","R","p47r","Intrahemispheric"
"R_V1_ROI","R_TGv_ROI","R","V1","R","TGv","Intrahemispheric"
"R_V1_ROI","R_MBelt_ROI","R","V1","R","MBelt","Intrahemispheric"
"R_V1_ROI","R_LBelt_ROI","R","V1","R","LBelt","Intrahemispheric"
"R_V1_ROI","R_A4_ROI","R","V1","R","A4","Intrahemispheric"
"R_V1_ROI","R_STSva_ROI","R","V1","R","STSva","Intrahemispheric"
"R_V1_ROI","R_TE1m_ROI","R","V1","R","TE1m","Intrahemispheric"
"R_V1_ROI","R_PI_ROI","R","V1","R","PI","Intrahemispheric"
"R_V1_ROI","R_a32pr_ROI","R","V1","R","a32pr","Intrahemispheric"
"R_V1_ROI","R_p24_ROI","R","V1","R","p24","Intrahemispheric"
"R_V1_ROI","L_V1_ROI","R","V1","L","V1","Homotopic"
"R_V1_ROI","L_MST_ROI","R","V1","L","MST","Heterotopic"
"R_V1_ROI","L_V6_ROI","R","V1","L","V6","Heterotopic"
"R_V1_ROI","L_V2_ROI","R","V1","L","V2","Heterotopic"
"R_V1_ROI","L_V3_ROI","R","V1","L","V3","Heterotopic"
"R_V1_ROI","L_V4_ROI","R","V1","L","V4","Heterotopic"
"R_V1_ROI","L_V8_ROI","R","V1","L","V8","Heterotopic"
"R_V1_ROI","L_4_ROI","R","V1","L","4","Heterotopic"
"R_V1_ROI","L_3b_ROI","R","V1","L","3b","Heterotopic"
"R_V1_ROI","L_FEF_ROI","R","V1","L","FEF","Heterotopic"
"R_V1_ROI","L_PEF_ROI","R","V1","L","PEF","Heterotopic"
"R_V1_ROI","L_55b_ROI","R","V1","L","55b","Heterotopic"
"R_V1_ROI","L_V3A_ROI","R","V1","L","V3A","Heterotopic"
"R_V1_ROI","L_RSC_ROI","R","V1","L","RSC","Heterotopic"
"R_V1_ROI","L_POS2_ROI","R","V1","L","POS2","Heterotopic"
"R_V1_ROI","L_V7_ROI","R","V1","L","V7","Heterotopic"
"R_V1_ROI","L_IPS1_ROI","R","V1","L","IPS1","Heterotopic"
"R_V1_ROI","L_FFC_ROI","R","V1","L","FFC","Heterotopic"
"R_V1_ROI","L_V3B_ROI","R","V1","L","V3B","Heterotopic"
"R_V1_ROI","L_LO1_ROI","R","V1","L","LO1","Heterotopic"
"R_V1_ROI","L_LO2_ROI","R","V1","L","LO2","Heterotopic"
"R_V1_ROI","L_PIT_ROI","R","V1","L","PIT","Heterotopic"
"R_V1_ROI","L_MT_ROI","R","V1","L","MT","Heterotopic"
"R_V1_ROI","L_A1_ROI","R","V1","L","A1","Heterotopic"
"R_V1_ROI","L_PSL_ROI","R","V1","L","PSL","Heterotopic"
"R_V1_ROI","L_SFL_ROI","R","V1","L","SFL","Heterotopic"
"R_V1_ROI","L_PCV_ROI","R","V1","L","PCV","Heterotopic"
"R_V1_ROI","L_STV_ROI","R","V1","L","STV","Heterotopic"
"R_V1_ROI","L_7Pm_ROI","R","V1","L","7Pm","Heterotopic"
"R_V1_ROI","L_7m_ROI","R","V1","L","7m","Heterotopic"
"R_V1_ROI","L_POS1_ROI","R","V1","L","POS1","Heterotopic"
"R_V1_ROI","L_23d_ROI","R","V1","L","23d","Heterotopic"
"R_V1_ROI","L_v23ab_ROI","R","V1","L","v23ab","Heterotopic"
"R_V1_ROI","L_d23ab_ROI","R","V1","L","d23ab","Heterotopic"
"R_V1_ROI","L_31pv_ROI","R","V1","L","31pv","Heterotopic"
"R_V1_ROI","L_5m_ROI","R","V1","L","5m","Heterotopic"
"R_V1_ROI","L_5mv_ROI","R","V1","L","5mv","Heterotopic"
"R_V1_ROI","L_23c_ROI","R","V1","L","23c","Heterotopic"
"R_V1_ROI","L_5L_ROI","R","V1","L","5L","Heterotopic"
"R_V1_ROI","L_24dd_ROI","R","V1","L","24dd","Heterotopic"
"R_V1_ROI","L_24dv_ROI","R","V1","L","24dv","Heterotopic"
"R_V1_ROI","L_7AL_ROI","R","V1","L","7AL","Heterotopic"
"R_V1_ROI","L_SCEF_ROI","R","V1","L","SCEF","Heterotopic"
"R_V1_ROI","L_6ma_ROI","R","V1","L","6ma","Heterotopic"
"R_V1_ROI","L_7Am_ROI","R","V1","L","7Am","Heterotopic"
"R_V1_ROI","L_7PL_ROI","R","V1","L","7PL","Heterotopic"
"R_V1_ROI","L_7PC_ROI","R","V1","L","7PC","Heterotopic"
"R_V1_ROI","L_LIPv_ROI","R","V1","L","LIPv","Heterotopic"
"R_V1_ROI","L_VIP_ROI","R","V1","L","VIP","Heterotopic"
"R_V1_ROI","L_MIP_ROI","R","V1","L","MIP","Heterotopic"
"R_V1_ROI","L_1_ROI","R","V1","L","1","Heterotopic"
"R_V1_ROI","L_2_ROI","R","V1","L","2","Heterotopic"
"R_V1_ROI","L_3a_ROI","R","V1","L","3a","Heterotopic"
"R_V1_ROI","L_6d_ROI","R","V1","L","6d","Heterotopic"
"R_V1_ROI","L_6mp_ROI","R","V1","L","6mp","Heterotopic"
"R_V1_ROI","L_6v_ROI","R","V1","L","6v","Heterotopic"
"R_V1_ROI","L_p24pr_ROI","R","V1","L","p24pr","Heterotopic"
"R_V1_ROI","L_33pr_ROI","R","V1","L","33pr","Heterotopic"
"R_V1_ROI","L_a24pr_ROI","R","V1","L","a24pr","Heterotopic"
"R_V1_ROI","L_p32pr_ROI","R","V1","L","p32pr","Heterotopic"
"R_V1_ROI","L_a24_ROI","R","V1","L","a24","Heterotopic"
"R_V1_ROI","L_d32_ROI","R","V1","L","d32","Heterotopic"
"R_V1_ROI","L_8BM_ROI","R","V1","L","8BM","Heterotopic"
"R_V1_ROI","L_p32_ROI","R","V1","L","p32","Heterotopic"
"R_V1_ROI","L_10r_ROI","R","V1","L","10r","Heterotopic"
"R_V1_ROI","L_47m_ROI","R","V1","L","47m","Heterotopic"
"R_V1_ROI","L_8Av_ROI","R","V1","L","8Av","Heterotopic"
"R_V1_ROI","L_8Ad_ROI","R","V1","L","8Ad","Heterotopic"
"R_V1_ROI","L_9m_ROI","R","V1","L","9m","Heterotopic"
"R_V1_ROI","L_8BL_ROI","R","V1","L","8BL","Heterotopic"
"R_V1_ROI","L_9p_ROI","R","V1","L","9p","Heterotopic"
"R_V1_ROI","L_10d_ROI","R","V1","L","10d","Heterotopic"
"R_V1_ROI","L_8C_ROI","R","V1","L","8C","Heterotopic"
"R_V1_ROI","L_44_ROI","R","V1","L","44","Heterotopic"
"R_V1_ROI","L_45_ROI","R","V1","L","45","Heterotopic"
"R_V1_ROI","L_47l_ROI","R","V1","L","47l","Heterotopic"
"R_V1_ROI","L_a47r_ROI","R","V1","L","a47r","Heterotopic"
"R_V1_ROI","L_6r_ROI","R","V1","L","6r","Heterotopic"
"R_V1_ROI","L_IFJa_ROI","R","V1","L","IFJa","Heterotopic"
"R_V1_ROI","L_IFJp_ROI","R","V1","L","IFJp","Heterotopic"
"R_V1_ROI","L_IFSp_ROI","R","V1","L","IFSp","Heterotopic"
"R_V1_ROI","L_IFSa_ROI","R","V1","L","IFSa","Heterotopic"
"R_V1_ROI","L_p9-46v_ROI","R","V1","L","p9-46v","Heterotopic"
"R_V1_ROI","L_46_ROI","R","V1","L","46","Heterotopic"
"R_V1_ROI","L_a9-46v_ROI","R","V1","L","a9-46v","Heterotopic"
"R_V1_ROI","L_9-46d_ROI","R","V1","L","9-46d","Heterotopic"
"R_V1_ROI","L_9a_ROI","R","V1","L","9a","Heterotopic"
"R_V1_ROI","L_10v_ROI","R","V1","L","10v","Heterotopic"
"R_V1_ROI","L_a10p_ROI","R","V1","L","a10p","Heterotopic"
"R_V1_ROI","L_10pp_ROI","R","V1","L","10pp","Heterotopic"
"R_V1_ROI","L_11l_ROI","R","V1","L","11l","Heterotopic"
"R_V1_ROI","L_13l_ROI","R","V1","L","13l","Heterotopic"
"R_V1_ROI","L_OFC_ROI","R","V1","L","OFC","Heterotopic"
"R_V1_ROI","L_47s_ROI","R","V1","L","47s","Heterotopic"
"R_V1_ROI","L_LIPd_ROI","R","V1","L","LIPd","Heterotopic"
"R_V1_ROI","L_6a_ROI","R","V1","L","6a","Heterotopic"
"R_V1_ROI","L_i6-8_ROI","R","V1","L","i6-8","Heterotopic"
"R_V1_ROI","L_s6-8_ROI","R","V1","L","s6-8","Heterotopic"
"R_V1_ROI","L_43_ROI","R","V1","L","43","Heterotopic"
"R_V1_ROI","L_OP4_ROI","R","V1","L","OP4","Heterotopic"
"R_V1_ROI","L_OP1_ROI","R","V1","L","OP1","Heterotopic"
"R_V1_ROI","L_OP2-3_ROI","R","V1","L","OP2-3","Heterotopic"
"R_V1_ROI","L_52_ROI","R","V1","L","52","Heterotopic"
"R_V1_ROI","L_RI_ROI","R","V1","L","RI","Heterotopic"
"R_V1_ROI","L_PFcm_ROI","R","V1","L","PFcm","Heterotopic"
"R_V1_ROI","L_PoI2_ROI","R","V1","L","PoI2","Heterotopic"
"R_V1_ROI","L_TA2_ROI","R","V1","L","TA2","Heterotopic"
"R_V1_ROI","L_FOP4_ROI","R","V1","L","FOP4","Heterotopic"
"R_V1_ROI","L_MI_ROI","R","V1","L","MI","Heterotopic"
"R_V1_ROI","L_Pir_ROI","R","V1","L","Pir","Heterotopic"
"R_V1_ROI","L_AVI_ROI","R","V1","L","AVI","Heterotopic"
"R_V1_ROI","L_AAIC_ROI","R","V1","L","AAIC","Heterotopic"
"R_V1_ROI","L_FOP1_ROI","R","V1","L","FOP1","Heterotopic"
"R_V1_ROI","L_FOP3_ROI","R","V1","L","FOP3","Heterotopic"
"R_V1_ROI","L_FOP2_ROI","R","V1","L","FOP2","Heterotopic"
"R_V1_ROI","L_PFt_ROI","R","V1","L","PFt","Heterotopic"
"R_V1_ROI","L_AIP_ROI","R","V1","L","AIP","Heterotopic"
"R_V1_ROI","L_EC_ROI","R","V1","L","EC","Heterotopic"
"R_V1_ROI","L_PreS_ROI","R","V1","L","PreS","Heterotopic"
"R_V1_ROI","L_H_ROI","R","V1","L","H","Heterotopic"
"R_V1_ROI","L_ProS_ROI","R","V1","L","ProS","Heterotopic"
"R_V1_ROI","L_PeEc_ROI","R","V1","L","PeEc","Heterotopic"
"R_V1_ROI","L_STGa_ROI","R","V1","L","STGa","Heterotopic"
"R_V1_ROI","L_PBelt_ROI","R","V1","L","PBelt","Heterotopic"
"R_V1_ROI","L_A5_ROI","R","V1","L","A5","Heterotopic"
"R_V1_ROI","L_PHA1_ROI","R","V1","L","PHA1","Heterotopic"
"R_V1_ROI","L_PHA3_ROI","R","V1","L","PHA3","Heterotopic"
"R_V1_ROI","L_STSda_ROI","R","V1","L","STSda","Heterotopic"
"R_V1_ROI","L_STSdp_ROI","R","V1","L","STSdp","Heterotopic"
"R_V1_ROI","L_STSvp_ROI","R","V1","L","STSvp","Heterotopic"
"R_V1_ROI","L_TGd_ROI","R","V1","L","TGd","Heterotopic"
"R_V1_ROI","L_TE1a_ROI","R","V1","L","TE1a","Heterotopic"
"R_V1_ROI","L_TE1p_ROI","R","V1","L","TE1p","Heterotopic"
"R_V1_ROI","L_TE2a_ROI","R","V1","L","TE2a","Heterotopic"
"R_V1_ROI","L_TF_ROI","R","V1","L","TF","Heterotopic"
"R_V1_ROI","L_TE2p_ROI","R","V1","L","TE2p","Heterotopic"
"R_V1_ROI","L_PHT_ROI","R","V1","L","PHT","Heterotopic"
"R_V1_ROI","L_PH_ROI","R","V1","L","PH","Heterotopic"
"R_V1_ROI","L_TPOJ1_ROI","R","V1","L","TPOJ1","Heterotopic"
"R_V1_ROI","L_TPOJ2_ROI","R","V1","L","TPOJ2","Heterotopic"
"R_V1_ROI","L_TPOJ3_ROI","R","V1","L","TPOJ3","Heterotopic"
"R_V1_ROI","L_DVT_ROI","R","V1","L","DVT","Heterotopic"
"R_V1_ROI","L_PGp_ROI","R","V1","L","PGp","Heterotopic"
"R_V1_ROI","L_IP2_ROI","R","V1","L","IP2","Heterotopic"
"R_V1_ROI","L_IP1_ROI","R","V1","L","IP1","Heterotopic"
"R_V1_ROI","L_IP0_ROI","R","V1","L","IP0","Heterotopic"
"R_V1_ROI","L_PFop_ROI","R","V1","L","PFop","Heterotopic"
"R_V1_ROI","L_PF_ROI","R","V1","L","PF","Heterotopic"
"R_V1_ROI","L_PFm_ROI","R","V1","L","PFm","Heterotopic"
"R_V1_ROI","L_PGi_ROI","R","V1","L","PGi","Heterotopic"
"R_V1_ROI","L_PGs_ROI","R","V1","L","PGs","Heterotopic"
"R_V1_ROI","L_V6A_ROI","R","V1","L","V6A","Heterotopic"
"R_V1_ROI","L_VMV1_ROI","R","V1","L","VMV1","Heterotopic"
"R_V1_ROI","L_VMV3_ROI","R","V1","L","VMV3","Heterotopic"
"R_V1_ROI","L_PHA2_ROI","R","V1","L","PHA2","Heterotopic"
"R_V1_ROI","L_V4t_ROI","R","V1","L","V4t","Heterotopic"
"R_V1_ROI","L_FST_ROI","R","V1","L","FST","Heterotopic"
"R_V1_ROI","L_V3CD_ROI","R","V1","L","V3CD","Heterotopic"
"R_V1_ROI","L_LO3_ROI","R","V1","L","LO3","Heterotopic"
"R_V1_ROI","L_VMV2_ROI","R","V1","L","VMV2","Heterotopic"
"R_V1_ROI","L_31pd_ROI","R","V1","L","31pd","Heterotopic"
"R_V1_ROI","L_31a_ROI","R","V1","L","31a","Heterotopic"
"R_V1_ROI","L_VVC_ROI","R","V1","L","VVC","Heterotopic"
"R_V1_ROI","L_25_ROI","R","V1","L","25","Heterotopic"
"R_V1_ROI","L_s32_ROI","R","V1","L","s32","Heterotopic"
"R_V1_ROI","L_pOFC_ROI","R","V1","L","pOFC","Heterotopic"
"R_V1_ROI","L_PoI1_ROI","R","V1","L","PoI1","Heterotopic"
"R_V1_ROI","L_Ig_ROI","R","V1","L","Ig","Heterotopic"
"R_V1_ROI","L_FOP5_ROI","R","V1","L","FOP5","Heterotopic"
"R_V1_ROI","L_p10p_ROI","R","V1","L","p10p","Heterotopic"
