subunnit    name     Talairach X   Talairach Y   Talairach Z    
1,  No_BA_region,       42,        -62,       -35   
13,  No_BA_region,       16,        -57,       -39   
43,  No_BA_region,       22,        -79,       -26   
53,  No_BA_region,       -27,        -56,       -41   
88,  No_BA_region,       -7,        -57,       -32   
89,  No_BA_region,       -5,        -32,       -33   
67,    L.BA1.1,         -34,         -30,         52  
71,    L.BA6.1,         -50,         -9,         34  
82,    L.BA6.2,         -45,         11,         31  
75,    L.BA6.3,         -26,         4,         53  
57,    L.BA6.4,         -7,         -2,         53  
69,    L.BA7.1,         -29,         -58,         46  
92,    L.BA7.2,         -9,         -34,         58  
60,    L.BA7.3,         -7,         -54,         45  
49,    L.BA8.1,         -26,         33,         37  
79,    L.BA8.2,         -9,         41,         39  
48,    L.BA10.1,         -21,         53,         1  
78,    L.BA11.1,         -20,         24,         -15  
50,    L.BA11.2,         -6,         37,         -10  
62,    L.BA13.1,         -35,         12,         4  
51,    L.BA17.1,         -8,         -72,         11  
59,    L.BA18.1,         -30,         -88,         -2  
54,    L.BA18.2,         -19,         -79,         -25  
83,    L.BA18.3,         -17,         -74,         -7  
68,    L.BA18.4,         -13,         -92,         12  
47,    L.BA19.1,         -38,         -75,         23  
81,    L.BA19.2,         -22,         -45,         4  
66,    L.BA19.3,         -12,         -75,         34  
80,    L.BA21.1,         -56,         -40,         8  
85,    L.BA21.2,         -55,         -35,         -12  
65,    L.BA22.1,         -51,         -7,         0  
90,    L.BA23.1,         -7,         -54,         21  
86,    L.BA23.2,         -5,         -22,         33  
70,    L.BA32.1,         -6,         40,         17  
63,    L.BA32.2,         -4,         17,         31  
74,    L.BA36.1,         -27,         -17,         -16  
77,    L.BA37.1,         -47,         -64,         0  
61,    L.BA37.2,         -43,         -65,         -30  
72,    L.BA37.3,         -30,         -47,         -17  
84,    L.BA37.4,         -7,         -52,         -11  
76,    L.BA38.1,         -39,         0,         -27  
73,    L.BA39.1,         -50,         -56,         30  
58,    L.BA40.1,         -55,         -32,         30  
56,    L.BA41.1,         -40,         -21,         13  
87,    L.BA46.1,         -41,         38,         18  
55,    L.BA47.1,         -47,         26,         0  
93,    L.BA48.1,         -11,         9,         3  
52,    L.BA49.1,         -25,         -1,         -1  
91,    L.BA50.1,         -9,         -19,         11  
64,    L.BA55.1,         -5,         -24,         -8  
39,    R.BA1.1,         18,          -33,         63  
41,    R.BA1.2,         41,          -27,         46  
10,    R.BA1.3,         56,          -10,         27  
11,    R.BA6.1,         7,          -13,         43  
22,    R.BA6.2,         28,          -2,         56  
4,    R.BA6.3,         43,          9,         35  
31,    R.BA7.1,         7,          -45,         49  
15,    R.BA7.2,         12,          -68,         34  
21,    R.BA7.3,         30,          -56,         48  
12,    R.BA8.1,         6,          19,         33  
14,    R.BA8.2,         23,          26,         44  
20,    R.BA9.1,         11,          49,         27  
37,    R.BA9.2,         41,          34,         25  
19,    R.BA10.1,         7,          40,         2  
2,    R.BA10.2,         14,          55,         -8  
5,    R.BA10.3,         31,          51,         8  
17,    R.BA11.1,         10,          20,         -15  
35,    R.BA13.1,         37,          16,         -1  
30,    R.BA13.2,         45,          -5,         5  
33,    R.BA17.1,         8,          -80,         12  
18,    R.BA18.1,         17,          -55,         9  
34,    R.BA18.2,         19,          -72,         -6  
8,    R.BA18.3,         28,          -90,         2  
3,    R.BA19.1,         10,          -53,         -13  
29,    R.BA19.2,         31,          -78,         28  
27,    R.BA19.3,         47,          -69,         0  
25,    R.BA21.1,         55,          -14,         -13  
16,    R.BA22.1,         56,          -34,         5  
24,    R.BA23.1,         6,          -48,         27  
44,    R.BA36.1,         6,          -28,         -25  
32,    R.BA36.2,         25,          -36,         0  
26,    R.BA36.3,         30,          -14,         -16  
38,    R.BA37.1,         32,          -49,         -19  
36,    R.BA37.2,         54,          -47,         -9  
7,    R.BA38.1,         38,          1,         -28  
28,    R.BA39.1,         50,          -59,         25  
6,    R.BA40.1,         56,          -37,         34  
9,    R.BA41.1,         44,          -24,         16  
40,    R.BA44.1,         52,          18,         12  
46,    R.BA47.1,         36,          37,         -8  
23,    R.BA48.1,         12,          7,         10  
45,    R.BA49.1,         23,          1,         0  
42,    R.BA50.1,         6,          -20,         7  
